id,latitude,longitude,tgm2017,egm2008
2382,4.3559,96.4203,-25.38317,-20.43
2383,4.3559,96.4525,-24.79149,-22.08
2384,4.3559,96.4847,-24.17393,-23.42
2385,4.3559,96.5169,-23.58267,-19.57
2386,4.3559,96.5492,-23.06664,-21.24
2387,4.3559,96.5814,-22.61726,-22.58
2388,4.3559,96.6136,-22.11824,-19.09
2389,4.3559,96.6458,-21.67555,-20.74
2390,4.3559,96.678,-21.21523,-16.92
2391,4.3559,96.7102,-20.89954,-18.78
2392,4.3559,96.7424,-20.50462,-20.3
2393,4.3559,96.7746,-20.17996,-16.73
2394,4.3559,96.8068,-19.89512,-18.58
2395,4.3559,96.839,-19.75834,-14.76
2396,4.3559,96.8712,-19.65469,-16.91
2397,4.3559,96.9034,-19.6337,-18.78
2398,4.3559,96.9356,-19.63702,-15.41
2399,4.3559,96.9678,-19.63599,-17.67
2400,4.3559,97,-19.70123,-14.14
2401,4.3881,95.1,-41.68482,-39.22
2402,4.3881,95.1322,-41.22996,-39.29
2403,4.3881,95.1644,-40.73354,-39.07
2404,4.3881,95.1966,-40.2095,-37.96
2405,4.3881,95.2288,-39.67558,-37.85
2406,4.3881,95.261,-39.14445,-36.45
2407,4.3881,95.2932,-38.61686,-36.5
2408,4.3881,95.3254,-38.09027,-36.29
2409,4.3881,95.3576,-37.56315,-35.07
2410,4.3881,95.3898,-37.04269,-35.05
2411,4.3881,95.422,-36.54042,-33.61
2412,4.3881,95.4542,-36.05807,-33.76
2413,4.3881,95.4864,-35.60308,-33.69
2414,4.3881,95.5186,-35.17467,-32.49
2415,4.3881,95.5508,-34.77444,-32.65
2416,4.3881,95.5831,-34.39131,-32.55
2417,4.3881,95.6153,-34.02557,-31.6
2418,4.3881,95.6475,-33.66929,-31.71
2419,4.3881,95.6797,-33.32006,-30.49
2420,4.3881,95.7119,-32.97461,-30.74
2421,4.3881,95.7441,-32.62974,-30.72
2422,4.3881,95.7763,-32.28618,-29.66
2423,4.3881,95.8085,-31.94405,-29.83
2424,4.3881,95.8407,-31.60529,-28.51
2425,4.3881,95.8729,-31.26887,-28.83
2426,4.3881,95.9051,-30.9384,-28.89
2427,4.3881,95.9373,-30.61683,-27.77
2428,4.3881,95.9695,-30.2974,-28.02
2429,4.3881,96.0017,-29.98241,-26.66
2430,4.3881,96.0339,-29.6703,-27.07
2431,4.3881,96.0661,-29.35874,-27.22
2432,4.3881,96.0983,-29.0399,-26.02
2433,4.3881,96.1305,-28.71278,-26.34
2434,4.3881,96.1627,-28.38106,-26.35
2435,4.3881,96.1949,-28.03953,-25.32
2436,4.3881,96.2271,-27.68177,-25.5
2437,4.3881,96.2593,-27.30744,-24.16
2438,4.3881,96.2915,-26.91657,-24.46
2439,4.3881,96.3237,-26.5145,-24.46
2440,4.3881,96.3559,-26.08788,-23.19
2441,4.3881,96.3881,-25.6316,-23.29
2442,4.3881,96.4203,-25.11643,-21.67
2443,4.3881,96.4525,-24.5212,-21.83
2444,4.3881,96.4847,-23.9825,-21.72
2445,4.3881,96.5169,-23.5126,-20.26
2446,4.3881,96.5492,-22.99097,-20.45
2447,4.3881,96.5814,-22.42063,-20.35
2448,4.3881,96.6136,-21.92454,-19.24
2449,4.3881,96.6458,-21.46956,-19.41
2450,4.3881,96.678,-21.05553,-18.03
2451,4.3881,96.7102,-20.67674,-18.38
2452,4.3881,96.7424,-20.36935,-18.44
2453,4.3881,96.7746,-20.10297,-17.34
2454,4.3881,96.8068,-19.89674,-17.68
2455,4.3881,96.839,-19.84203,-16.38
2456,4.3881,96.8712,-19.68543,-16.99
2457,4.3881,96.9034,-19.70518,-17.36
2458,4.3881,96.9356,-19.64162,-16.45
2459,4.3881,96.9678,-19.71843,-17.17
2460,4.3881,97,-19.83217,-16.1
2461,4.4203,95.1,-41.63129,-39.35
2462,4.4203,95.1322,-41.14249,-40.36
2463,4.4203,95.1644,-40.6175,-41.03
2464,4.4203,95.1966,-40.06725,-38.41
2465,4.4203,95.2288,-39.51198,-39.26
2466,4.4203,95.261,-38.95836,-36.26
2467,4.4203,95.2932,-38.40831,-37.31
2468,4.4203,95.3254,-37.86178,-38.07
2469,4.4203,95.3576,-37.32384,-35.26
2470,4.4203,95.3898,-36.79851,-36.27
2471,4.4203,95.422,-36.29746,-33.15
2472,4.4203,95.4542,-35.82562,-34.4
2473,4.4203,95.4864,-35.37666,-35.39
2474,4.4203,95.5186,-34.95606,-32.53
2475,4.4203,95.5508,-34.56144,-33.78
2476,4.4203,95.5831,-34.18462,-34.71
2477,4.4203,95.6153,-33.82032,-32.13
2478,4.4203,95.6475,-33.46986,-33.31
2479,4.4203,95.6797,-33.1234,-30.37
2480,4.4203,95.7119,-32.78096,-31.74
2481,4.4203,95.7441,-32.43815,-32.77
2482,4.4203,95.7763,-32.0922,-30
2483,4.4203,95.8085,-31.74673,-31.26
2484,4.4203,95.8407,-31.40107,-28.14
2485,4.4203,95.8729,-31.05979,-29.62
2486,4.4203,95.9051,-30.73,-30.78
2487,4.4203,95.9373,-30.40731,-27.88
2488,4.4203,95.9695,-30.08723,-29.28
2489,4.4203,96.0017,-29.76509,-26.07
2490,4.4203,96.0339,-29.44823,-27.67
2491,4.4203,96.0661,-29.13048,-28.96
2492,4.4203,96.0983,-28.8048,-25.93
2493,4.4203,96.1305,-28.47497,-27.43
2494,4.4203,96.1627,-28.13672,-28.57
2495,4.4203,96.1949,-27.79211,-25.74
2496,4.4203,96.2271,-27.4329,-27.09
2497,4.4203,96.2593,-27.05866,-23.86
2498,4.4203,96.2915,-26.67838,-25.39
2499,4.4203,96.3237,-26.28228,-26.53
2500,4.4203,96.3559,-25.8576,-23.4
2501,4.4203,96.3881,-25.3968,-24.7
2502,4.4203,96.4203,-24.88343,-21.12
2503,4.4203,96.4525,-24.33596,-22.57
2504,4.4203,96.4847,-23.8311,-23.69
2505,4.4203,96.5169,-23.31182,-20.35
2506,4.4203,96.5492,-22.8121,-21.82
2507,4.4203,96.5814,-22.34417,-22.94
2508,4.4203,96.6136,-21.92252,-19.96
2509,4.4203,96.6458,-21.47084,-21.38
2510,4.4203,96.678,-21.04598,-18.05
2511,4.4203,96.7102,-20.68226,-19.71
2512,4.4203,96.7424,-20.3623,-21.02
2513,4.4203,96.7746,-20.12392,-18.03
2514,4.4203,96.8068,-20.01757,-19.66
2515,4.4203,96.839,-19.90299,-16.39
2516,4.4203,96.8712,-19.8303,-18.31
2517,4.4203,96.9034,-19.76678,-19.93
2518,4.4203,96.9356,-19.90405,-17.06
2519,4.4203,96.9678,-19.88446,-19.03
2520,4.4203,97,-19.97267,-15.92
2521,4.4525,95.1,-41.56484,-38.24
2522,4.4525,95.1322,-41.04364,-39.18
2523,4.4525,95.1644,-40.49147,-39.81
2524,4.4525,95.1966,-39.91972,-37.17
2525,4.4525,95.2288,-39.34119,-37.96
2526,4.4525,95.261,-38.76496,-34.98
2527,4.4525,95.2932,-38.19234,-35.97
2528,4.4525,95.3254,-37.63305,-36.69
2529,4.4525,95.3576,-37.08957,-33.9
2530,4.4525,95.3898,-36.5654,-34.87
2531,4.4525,95.422,-36.06974,-31.82
2532,4.4525,95.4542,-35.60211,-33.02
2533,4.4525,95.4864,-35.15966,-33.98
2534,4.4525,95.5186,-34.74373,-31.17
2535,4.4525,95.5508,-34.35247,-32.38
2536,4.4525,95.5831,-33.97636,-33.31
2537,4.4525,95.6153,-33.61608,-30.74
2538,4.4525,95.6475,-33.26416,-31.89
2539,4.4525,95.6797,-32.92072,-28.99
2540,4.4525,95.7119,-32.57944,-30.3
2541,4.4525,95.7441,-32.23728,-31.31
2542,4.4525,95.7763,-31.88751,-28.57
2543,4.4525,95.8085,-31.53928,-29.78
2544,4.4525,95.8407,-31.1966,-26.73
2545,4.4525,95.8729,-30.86045,-28.15
2546,4.4525,95.9051,-30.52878,-29.28
2547,4.4525,95.9373,-30.20433,-26.43
2548,4.4525,95.9695,-29.87882,-27.78
2549,4.4525,96.0017,-29.55744,-24.64
2550,4.4525,96.0339,-29.23749,-26.17
2551,4.4525,96.0661,-28.91492,-27.42
2552,4.4525,96.0983,-28.58252,-24.46
2553,4.4525,96.1305,-28.24517,-25.91
2554,4.4525,96.1627,-27.90107,-27.03
2555,4.4525,96.1949,-27.55337,-24.23
2556,4.4525,96.2271,-27.19116,-25.54
2557,4.4525,96.2593,-26.81602,-22.38
2558,4.4525,96.2915,-26.43591,-23.84
2559,4.4525,96.3237,-26.04616,-24.96
2560,4.4525,96.3559,-25.6287,-21.87
2561,4.4525,96.3881,-25.17505,-23.12
2562,4.4525,96.4203,-24.67041,-19.64
2563,4.4525,96.4525,-24.15942,-21.03
2564,4.4525,96.4847,-23.72889,-22.14
2565,4.4525,96.5169,-23.21202,-18.88
2566,4.4525,96.5492,-22.76812,-20.33
2567,4.4525,96.5814,-22.34763,-21.46
2568,4.4525,96.6136,-21.89235,-18.54
2569,4.4525,96.6458,-21.47496,-19.95
2570,4.4525,96.678,-21.08775,-16.75
2571,4.4525,96.7102,-20.72567,-18.37
2572,4.4525,96.7424,-20.43897,-19.69
2573,4.4525,96.7746,-20.20209,-16.77
2574,4.4525,96.8068,-20.06605,-18.38
2575,4.4525,96.839,-19.95111,-15.21
2576,4.4525,96.8712,-19.87726,-17.07
2577,4.4525,96.9034,-19.88829,-18.67
2578,4.4525,96.9356,-19.95879,-15.84
2579,4.4525,96.9678,-20.04687,-17.75
2580,4.4525,97,-20.07626,-14.71
2581,4.4847,95.1,-41.46957,-40.47
2582,4.4847,95.1322,-40.9254,-39.4
2583,4.4847,95.1644,-40.35328,-38.06
2584,4.4847,95.1966,-39.76202,-38.54
2585,4.4847,95.2288,-39.1657,-37.3
2586,4.4847,95.261,-38.5664,-37.58
2587,4.4847,95.2932,-37.97595,-36.47
2588,4.4847,95.3254,-37.40631,-35.14
2589,4.4847,95.3576,-36.86179,-35.65
2590,4.4847,95.3898,-36.34401,-34.51
2591,4.4847,95.422,-35.85371,-34.9
2592,4.4847,95.4542,-35.39233,-33.93
2593,4.4847,95.4864,-34.95271,-32.76
2594,4.4847,95.5186,-34.53825,-33.41
2595,4.4847,95.5508,-34.14681,-32.43
2596,4.4847,95.5831,-33.77309,-31.19
2597,4.4847,95.6153,-33.41346,-32.08
2598,4.4847,95.6475,-33.06063,-31.02
2599,4.4847,95.6797,-32.71496,-31.67
2600,4.4847,95.7119,-32.36953,-30.72
2601,4.4847,95.7441,-32.02465,-29.51
2602,4.4847,95.7763,-31.67573,-30.33
2603,4.4847,95.8085,-31.33152,-29.27
2604,4.4847,95.8407,-30.99547,-29.89
2605,4.4847,95.8729,-30.6639,-28.99
2606,4.4847,95.9051,-30.33219,-27.84
2607,4.4847,95.9373,-30.00533,-28.65
2608,4.4847,95.9695,-29.68019,-27.67
2609,4.4847,96.0017,-29.35628,-28.28
2610,4.4847,96.0339,-29.03246,-27.43
2611,4.4847,96.0661,-28.6999,-26.34
2612,4.4847,96.0983,-28.35873,-27.15
2613,4.4847,96.1305,-28.0145,-26.21
2614,4.4847,96.1627,-27.66867,-24.99
2615,4.4847,96.1949,-27.31514,-25.96
2616,4.4847,96.2271,-26.95011,-24.88
2617,4.4847,96.2593,-26.57561,-25.57
2618,4.4847,96.2915,-26.19633,-24.58
2619,4.4847,96.3237,-25.80887,-23.3
2620,4.4847,96.3559,-25.40029,-24.08
2621,4.4847,96.3881,-24.94159,-22.88
2622,4.4847,96.4203,-24.50116,-23.39
2623,4.4847,96.4525,-23.99463,-22.28
2624,4.4847,96.4847,-23.54983,-20.94
2625,4.4847,96.5169,-23.12613,-21.69
2626,4.4847,96.5492,-22.69974,-20.63
2627,4.4847,96.5814,-22.26698,-19.31
2628,4.4847,96.6136,-21.87223,-20.42
2629,4.4847,96.6458,-21.44669,-19.34
2630,4.4847,96.678,-21.10846,-20.23
2631,4.4847,96.7102,-20.82071,-19.32
2632,4.4847,96.7424,-20.52337,-18.13
2633,4.4847,96.7746,-20.27554,-19.27
2634,4.4847,96.8068,-20.17437,-18.33
2635,4.4847,96.839,-20.02792,-19.28
2636,4.4847,96.8712,-19.98305,-18.55
2637,4.4847,96.9034,-19.97632,-17.58
2638,4.4847,96.9356,-20.07962,-18.83
2639,4.4847,96.9678,-20.08854,-18.13
2640,4.4847,97,-20.18185,-19.2
2641,4.5169,95.1,-41.36016,-38.34
2642,4.5169,95.1322,-40.7985,-39.5
2643,4.5169,95.1644,-40.20921,-40.34
2644,4.5169,95.1966,-39.60151,-37.26
2645,4.5169,95.2288,-38.98569,-38.29
2646,4.5169,95.261,-38.36865,-34.85
2647,4.5169,95.2932,-37.76456,-36.09
2648,4.5169,95.3254,-37.19042,-37.07
2649,4.5169,95.3576,-36.64761,-33.84
2650,4.5169,95.3898,-36.13504,-35.1
2651,4.5169,95.422,-35.64973,-31.6
2652,4.5169,95.4542,-35.19007,-33.11
2653,4.5169,95.4864,-34.75393,-34.37
2654,4.5169,95.5186,-34.34361,-31.12
2655,4.5169,95.5508,-33.95111,-32.63
2656,4.5169,95.5831,-33.57627,-33.83
2657,4.5169,95.6153,-33.21572,-30.8
2658,4.5169,95.6475,-32.86183,-32.23
2659,4.5169,95.6797,-32.51094,-28.84
2660,4.5169,95.7119,-32.16125,-30.45
2661,4.5169,95.7441,-31.81146,-31.74
2662,4.5169,95.7763,-31.46389,-28.52
2663,4.5169,95.8085,-31.1234,-30.06
2664,4.5169,95.8407,-30.79394,-26.52
2665,4.5169,95.8729,-30.47041,-28.26
2666,4.5169,95.9051,-30.14577,-29.7
2667,4.5169,95.9373,-29.81203,-26.35
2668,4.5169,95.9695,-29.47641,-28.01
2669,4.5169,96.0017,-29.15047,-24.34
2670,4.5169,96.0339,-28.82349,-26.2
2671,4.5169,96.0661,-28.48536,-27.78
2672,4.5169,96.0983,-28.14062,-24.31
2673,4.5169,96.1305,-27.78881,-26.1
2674,4.5169,96.1627,-27.42903,-27.53
2675,4.5169,96.1949,-27.06652,-24.24
2676,4.5169,96.2271,-26.70409,-25.88
2677,4.5169,96.2593,-26.32746,-22.2
2678,4.5169,96.2915,-25.95738,-24
2679,4.5169,96.3237,-25.57196,-25.44
2680,4.5169,96.3559,-25.16491,-21.86
2681,4.5169,96.3881,-24.7024,-23.46
2682,4.5169,96.4203,-24.34277,-19.48
2683,4.5169,96.4525,-23.83865,-21.26
2684,4.5169,96.4847,-23.43778,-22.74
2685,4.5169,96.5169,-23.04398,-19.04
2686,4.5169,96.5492,-22.56833,-20.87
2687,4.5169,96.5814,-22.20538,-22.36
2688,4.5169,96.6136,-21.84302,-19.05
2689,4.5169,96.6458,-21.50086,-20.89
2690,4.5169,96.678,-21.17872,-17.24
2691,4.5169,96.7102,-20.89107,-19.27
2692,4.5169,96.7424,-20.62244,-20.95
2693,4.5169,96.7746,-20.42556,-17.56
2694,4.5169,96.8068,-20.2777,-19.51
2695,4.5169,96.839,-20.18437,-15.83
2696,4.5169,96.8712,-20.13382,-18.03
2697,4.5169,96.9034,-20.12793,-19.93
2698,4.5169,96.9356,-20.13623,-16.58
2699,4.5169,96.9678,-20.16662,-18.76
2700,4.5169,97,-20.22097,-15.14
2701,4.5492,95.1,-41.23815,-38.33
2702,4.5492,95.1322,-40.66124,-38.62
2703,4.5492,95.1644,-40.06015,-38.63
2704,4.5492,95.1966,-39.43645,-36.85
2705,4.5492,95.2288,-38.80638,-37.01
2706,4.5492,95.261,-38.17636,-34.95
2707,4.5492,95.2932,-37.563,-35.28
2708,4.5492,95.3254,-36.98623,-35.38
2709,4.5492,95.3576,-36.44466,-33.54
2710,4.5492,95.3898,-35.93575,-33.89
2711,4.5492,95.422,-35.45341,-31.85
2712,4.5492,95.4542,-34.99555,-32.43
2713,4.5492,95.4864,-34.56134,-32.78
2714,4.5492,95.5186,-34.15174,-30.98
2715,4.5492,95.5508,-33.76032,-31.55
2716,4.5492,95.5831,-33.38259,-31.83
2717,4.5492,95.6153,-33.01842,-30.24
2718,4.5492,95.6475,-32.65904,-30.72
2719,4.5492,95.6797,-32.30219,-28.84
2720,4.5492,95.7119,-31.94824,-29.47
2721,4.5492,95.7441,-31.59859,-29.82
2722,4.5492,95.7763,-31.24924,-28.11
2723,4.5492,95.8085,-30.91079,-28.67
2724,4.5492,95.8407,-30.59195,-26.7
2725,4.5492,95.8729,-30.27488,-27.44
2726,4.5492,95.9051,-29.95052,-27.9
2727,4.5492,95.9373,-29.61289,-26.11
2728,4.5492,95.9695,-29.26015,-26.75
2729,4.5492,96.0017,-28.9182,-24.7
2730,4.5492,96.0339,-28.57621,-25.53
2731,4.5492,96.0661,-28.23246,-26.1
2732,4.5492,96.0983,-27.88185,-24.24
2733,4.5492,96.1305,-27.53575,-25
2734,4.5492,96.1627,-27.17457,-25.44
2735,4.5492,96.1949,-26.80968,-23.75
2736,4.5492,96.2271,-26.44522,-24.37
2737,4.5492,96.2593,-26.07516,-22.35
2738,4.5492,96.2915,-25.70037,-23.1
2739,4.5492,96.3237,-25.31994,-23.52
2740,4.5492,96.3559,-24.92369,-21.59
2741,4.5492,96.3881,-24.51415,-22.15
2742,4.5492,96.4203,-24.08217,-19.88
2743,4.5492,96.4525,-23.70386,-20.6
2744,4.5492,96.4847,-23.26954,-21.06
2745,4.5492,96.5169,-22.95918,-19.06
2746,4.5492,96.5492,-22.57106,-19.83
2747,4.5492,96.5814,-22.20064,-20.31
2748,4.5492,96.6136,-21.88873,-18.72
2749,4.5492,96.6458,-21.53388,-19.52
2750,4.5492,96.678,-21.25433,-17.67
2751,4.5492,96.7102,-21.03456,-18.63
2752,4.5492,96.7424,-20.75253,-19.27
2753,4.5492,96.7746,-20.58867,-17.59
2754,4.5492,96.8068,-20.39117,-18.46
2755,4.5492,96.839,-20.32454,-16.51
2756,4.5492,96.8712,-20.31563,-17.6
2757,4.5492,96.9034,-20.29431,-18.42
2758,4.5492,96.9356,-20.37923,-16.76
2759,4.5492,96.9678,-20.53651,-17.83
2760,4.5492,97,-20.4144,-15.97
2761,4.5814,95.1,-41.10809,-42.52
2762,4.5814,95.1322,-40.51994,-40
2763,4.5814,95.1644,-39.90574,-37.23
2764,4.5814,95.1966,-39.27324,-39.93
2765,4.5814,95.2288,-38.63181,-37.23
2766,4.5814,95.261,-37.99479,-39.82
2767,4.5814,95.2932,-37.37663,-37.21
2768,4.5814,95.3254,-36.79462,-34.4
2769,4.5814,95.3576,-36.25143,-37.27
2770,4.5814,95.3898,-35.74163,-34.63
2771,4.5814,95.422,-35.25835,-37.47
2772,4.5814,95.4542,-34.7996,-34.97
2773,4.5814,95.4864,-34.36772,-32.28
2774,4.5814,95.5186,-33.95655,-35.39
2775,4.5814,95.5508,-33.56337,-32.85
2776,4.5814,95.5831,-33.18023,-30.04
2777,4.5814,95.6153,-32.80869,-33.38
2778,4.5814,95.6475,-32.4436,-30.72
2779,4.5814,95.6797,-32.08301,-33.89
2780,4.5814,95.7119,-31.72742,-31.32
2781,4.5814,95.7441,-31.37251,-28.51
2782,4.5814,95.7763,-31.0177,-31.9
2783,4.5814,95.8085,-30.68524,-29.23
2784,4.5814,95.8407,-30.36909,-32.47
2785,4.5814,95.8729,-30.05688,-29.92
2786,4.5814,95.9051,-29.74063,-27.14
2787,4.5814,95.9373,-29.39642,-30.56
2788,4.5814,95.9695,-29.02442,-27.9
2789,4.5814,96.0017,-28.67524,-31.18
2790,4.5814,96.0339,-28.3275,-28.64
2791,4.5814,96.0661,-27.98311,-25.89
2792,4.5814,96.0983,-27.62485,-29.38
2793,4.5814,96.1305,-27.27447,-26.75
2794,4.5814,96.1627,-26.91469,-23.85
2795,4.5814,96.1949,-26.54519,-27.54
2796,4.5814,96.2271,-26.17051,-24.77
2797,4.5814,96.2593,-25.79556,-28.23
2798,4.5814,96.2915,-25.42268,-25.53
2799,4.5814,96.3237,-25.06133,-22.56
2800,4.5814,96.3559,-24.69367,-26.12
2801,4.5814,96.3881,-24.31209,-23.23
2802,4.5814,96.4203,-23.92175,-26.6
2803,4.5814,96.4525,-23.53733,-23.81
2804,4.5814,96.4847,-23.24138,-20.8
2805,4.5814,96.5169,-22.80218,-24.44
2806,4.5814,96.5492,-22.55383,-21.68
2807,4.5814,96.5814,-22.2534,-18.69
2808,4.5814,96.6136,-21.94745,-22.75
2809,4.5814,96.6458,-21.64368,-20.03
2810,4.5814,96.678,-21.38317,-23.92
2811,4.5814,96.7102,-21.15617,-21.32
2812,4.5814,96.7424,-20.95821,-18.43
2813,4.5814,96.7746,-20.74591,-22.43
2814,4.5814,96.8068,-20.58726,-19.71
2815,4.5814,96.839,-20.53969,-23.51
2816,4.5814,96.8712,-20.43728,-20.97
2817,4.5814,96.9034,-20.45637,-18.19
2818,4.5814,96.9356,-20.45007,-22.25
2819,4.5814,96.9678,-20.40749,-19.68
2820,4.5814,97,-20.43862,-23.59
2821,4.6136,95.1,-40.96446,-37.55
2822,4.6136,95.1322,-40.367,-38.57
2823,4.6136,95.1644,-39.74272,-39.29
2824,4.6136,95.1966,-39.1037,-36.32
2825,4.6136,95.2288,-38.45735,-37.22
2826,4.6136,95.261,-37.81551,-33.91
2827,4.6136,95.2932,-37.19029,-35.02
2828,4.6136,95.3254,-36.6025,-35.88
2829,4.6136,95.3576,-36.05488,-32.8
2830,4.6136,95.3898,-35.54173,-33.96
2831,4.6136,95.422,-35.05793,-30.63
2832,4.6136,95.4542,-34.59909,-32.03
2833,4.6136,95.4864,-34.16666,-33.17
2834,4.6136,95.5186,-33.75297,-30.07
2835,4.6136,95.5508,-33.35386,-31.44
2836,4.6136,95.5831,-32.96327,-32.51
2837,4.6136,95.6153,-32.58445,-29.61
2838,4.6136,95.6475,-32.213,-30.91
2839,4.6136,95.6797,-31.85096,-27.68
2840,4.6136,95.7119,-31.49101,-29.17
2841,4.6136,95.7441,-31.13505,-30.35
2842,4.6136,95.7763,-30.78278,-27.31
2843,4.6136,95.8085,-30.43444,-28.72
2844,4.6136,95.8407,-30.11888,-25.37
2845,4.6136,95.8729,-29.80353,-26.98
2846,4.6136,95.9051,-29.47184,-28.3
2847,4.6136,95.9373,-29.14131,-25.14
2848,4.6136,95.9695,-28.78814,-26.68
2849,4.6136,96.0017,-28.4389,-23.22
2850,4.6136,96.0339,-28.08742,-24.94
2851,4.6136,96.0661,-27.73357,-26.38
2852,4.6136,96.0983,-27.37656,-23.08
2853,4.6136,96.1305,-27.01676,-24.73
2854,4.6136,96.1627,-26.64584,-26.04
2855,4.6136,96.1949,-26.26647,-22.96
2856,4.6136,96.2271,-25.89079,-24.51
2857,4.6136,96.2593,-25.52679,-21.07
2858,4.6136,96.2915,-25.17499,-22.76
2859,4.6136,96.3237,-24.81785,-24.1
2860,4.6136,96.3559,-24.45948,-20.77
2861,4.6136,96.3881,-24.08678,-22.3
2862,4.6136,96.4203,-23.74961,-18.62
2863,4.6136,96.4525,-23.46076,-20.37
2864,4.6136,96.4847,-23.12506,-21.84
2865,4.6136,96.5169,-22.82879,-18.45
2866,4.6136,96.5492,-22.5419,-20.2
2867,4.6136,96.5814,-22.2402,-21.63
2868,4.6136,96.6136,-21.97632,-18.66
2869,4.6136,96.6458,-21.76064,-20.46
2870,4.6136,96.678,-21.55355,-17.19
2871,4.6136,96.7102,-21.32692,-19.13
2872,4.6136,96.7424,-21.08946,-20.73
2873,4.6136,96.7746,-20.95612,-17.6
2874,4.6136,96.8068,-20.75136,-19.39
2875,4.6136,96.839,-20.69447,-15.94
2876,4.6136,96.8712,-20.62371,-17.99
2877,4.6136,96.9034,-20.59806,-19.75
2878,4.6136,96.9356,-20.58586,-16.6
2879,4.6136,96.9678,-20.56008,-18.6
2880,4.6136,97,-20.7231,-15.23
2881,4.6458,95.1,-40.8059,-39.01
2882,4.6458,95.1322,-40.19803,-38.35
2883,4.6458,95.1644,-39.56754,-37.42
2884,4.6458,95.1966,-38.92382,-37.07
2885,4.6458,95.2288,-38.27055,-36.27
2886,4.6458,95.261,-37.62371,-35.71
2887,4.6458,95.2932,-36.99598,-35.06
2888,4.6458,95.3254,-36.40491,-34.2
2889,4.6458,95.3576,-35.85398,-33.91
2890,4.6458,95.3898,-35.33879,-33.29
2891,4.6458,95.422,-34.85102,-32.85
2892,4.6458,95.4542,-34.39085,-32.41
2893,4.6458,95.4864,-33.95316,-31.75
2894,4.6458,95.5186,-33.53504,-31.52
2895,4.6458,95.5508,-33.13058,-31.04
2896,4.6458,95.5831,-32.73347,-30.28
2897,4.6458,95.6153,-32.34169,-30.29
2898,4.6458,95.6475,-31.96862,-29.73
2899,4.6458,95.6797,-31.60183,-29.5
2900,4.6458,95.7119,-31.23629,-29.08
2901,4.6458,95.7441,-30.87476,-28.39
2902,4.6458,95.7763,-30.51678,-28.35
2903,4.6458,95.8085,-30.17379,-27.85
2904,4.6458,95.8407,-29.85528,-27.57
2905,4.6458,95.8729,-29.5252,-27.23
2906,4.6458,95.9051,-29.18275,-26.63
2907,4.6458,95.9373,-28.85622,-26.57
2908,4.6458,95.9695,-28.5436,-26.16
2909,4.6458,96.0017,-28.22051,-25.87
2910,4.6458,96.0339,-27.87738,-25.58
2911,4.6458,96.0661,-27.51288,-25.04
2912,4.6458,96.0983,-27.13262,-24.89
2913,4.6458,96.1305,-26.7527,-24.52
2914,4.6458,96.1627,-26.36309,-23.86
2915,4.6458,96.1949,-25.97983,-23.94
2916,4.6458,96.2271,-25.61521,-23.48
2917,4.6458,96.2593,-25.27098,-23.3
2918,4.6458,96.2915,-24.93826,-22.94
2919,4.6458,96.3237,-24.58988,-22.3
2920,4.6458,96.3559,-24.20037,-22.23
2921,4.6458,96.3881,-23.9019,-21.73
2922,4.6458,96.4203,-23.59755,-21.43
2923,4.6458,96.4525,-23.3346,-21.12
2924,4.6458,96.4847,-23.07511,-20.57
2925,4.6458,96.5169,-22.80529,-20.54
2926,4.6458,96.5492,-22.56496,-20.21
2927,4.6458,96.5814,-22.30318,-19.62
2928,4.6458,96.6136,-22.0858,-19.94
2929,4.6458,96.6458,-21.89121,-19.66
2930,4.6458,96.678,-21.67132,-19.73
2931,4.6458,96.7102,-21.49093,-19.57
2932,4.6458,96.7424,-21.27385,-19.1
2933,4.6458,96.7746,-21.16236,-19.29
2934,4.6458,96.8068,-21.00853,-18.98
2935,4.6458,96.839,-20.85724,-18.93
2936,4.6458,96.8712,-20.84078,-18.84
2937,4.6458,96.9034,-20.85889,-18.5
2938,4.6458,96.9356,-20.89551,-18.74
2939,4.6458,96.9678,-20.91356,-18.62
2940,4.6458,97,-20.86672,-18.67
2941,4.678,95.1,-40.62745,-37.77
2942,4.678,95.1322,-40.00917,-38.84
2943,4.678,95.1644,-39.37391,-39.59
2944,4.678,95.1966,-38.72032,-36.51
2945,4.678,95.2288,-38.0641,-37.48
2946,4.678,95.261,-37.41436,-34.04
2947,4.678,95.2932,-36.78805,-35.25
2948,4.678,95.3254,-36.19703,-36.19
2949,4.678,95.3576,-35.64604,-33.02
2950,4.678,95.3898,-35.12995,-34.27
2951,4.678,95.422,-34.64427,-30.82
2952,4.678,95.4542,-34.18069,-32.3
2953,4.678,95.4864,-33.73732,-33.49
2954,4.678,95.5186,-33.31037,-30.25
2955,4.678,95.5508,-32.88489,-31.7
2956,4.678,95.5831,-32.49131,-32.81
2957,4.678,95.6153,-32.10039,-29.81
2958,4.678,95.6475,-31.71841,-31.19
2959,4.678,95.6797,-31.35365,-27.83
2960,4.678,95.7119,-30.97995,-29.42
2961,4.678,95.7441,-30.61061,-30.68
2962,4.678,95.7763,-30.26252,-27.52
2963,4.678,95.8085,-29.92331,-29.01
2964,4.678,95.8407,-29.60169,-25.54
2965,4.678,95.8729,-29.27871,-27.25
2966,4.678,95.9051,-28.94062,-28.64
2967,4.678,95.9373,-28.65052,-25.4
2968,4.678,95.9695,-28.31035,-27.05
