,pop_F,pop_M,pop_MF,hholds,fullname,leaf_value1
981,1944,1730,3674,1211,ทต.หนองสาหร่าย,1
982,2378,2376,4754,1753,ทต.หนองหงส์,1
983,1313,1198,2511,1101,ทต.หนองหญ้าไซ,1
984,854,809,1663,501,ทต.หนองหมู,1
985,4107,4074,8181,2037,ทต.หนองหว้า,1
986,4305,3546,7851,5543,ทต.หนองหอย,1
987,2266,2263,4529,1419,ทต.หนองหัวฟาน,1
988,2209,1987,4196,1896,ทต.หนองหาน,1
989,2256,2169,4425,2048,ทต.หนองหิน,1
990,2714,2655,5369,1621,ทต.หนองหิน,1
991,1607,1336,2943,1505,ทต.หนองเบน,1
992,4127,4079,8206,2279,ทต.หนองเม็ก,1
993,2116,2126,4242,2176,ทต.หนองเรือ,1
994,1759,1648,3407,1896,ทต.หนองเสือ,1
995,705,719,1424,699,ทต.หนองแก,1
996,6392,5944,12336,6422,ทต.หนองแค,1
997,3947,3783,7730,2765,ทต.หนองแซง,1
998,1499,1352,2851,1030,ทต.หนองแซง,1
999,3537,3234,6771,2180,ทต.หนองแปน,1
1000,8355,8463,16818,4235,ทต.หนองแวง,1
1001,1261,1139,2400,1036,ทต.หนองโดน,1
1002,2039,1788,3827,2179,ทต.หนองโพ,1
1003,4210,4379,8589,3437,ทต.หนองใหญ่,1
1004,3064,3085,6149,1841,ทต.หนองไข่น้ำ,1
1005,9486,8734,18220,5482,ทต.หนองไผ่,2
1006,3811,3470,7281,3854,ทต.หนองไผ่,1
1007,4498,10688,15186,11300,ทต.หนองไผ่ล้อม,1
1008,1190,1108,2298,1588,ทต.หนองไผ่แก้ว,1
1009,5020,5055,10075,2914,ทต.หนองไม้งาม,1
1010,6356,6724,13080,11224,ทต.หนองไม้แดง,1
1011,3895,3926,7821,3332,ทต.หน้าพระลาน,1
1012,4120,4108,8228,2930,ทต.หน้าสตน,1
1013,6987,6573,13560,4541,ทต.หมอนนาง,1
1014,6736,6630,13366,11491,ทต.หมูสี,1
1015,2178,1959,4137,2347,ทต.หลวงเหนือ,1
1016,21583,20367,41950,10713,ทต.หลักห้า,1
1017,8010,9489,17499,7110,ทต.หลักเมือง,1
1018,2622,2524,5146,1782,ทต.หลุมดิน,1
1019,3055,2754,5809,2644,ทต.หล่มเก่า,1
1020,2245,2081,4326,1884,ทต.หวายเหนียว,1
1021,3610,3651,7261,2353,ทต.หอคำ,1
1022,631,635,1266,328,ทต.หอมศีล,1
1023,3018,2868,5886,2706,ทต.หอไกร,1
1024,2149,1945,4094,2433,ทต.หันคา,1
1025,1956,1755,3711,2105,ทต.หัวกุญแจ,1
1026,4224,3995,8219,2686,ทต.หัวช้าง,1
1027,2828,2681,5509,2159,ทต.หัวดง,1
1028,1611,1507,3118,1190,ทต.หัวดง,1
1029,3486,3312,6798,2221,ทต.หัวตะพาน,1
1030,14539,13190,27729,13858,ทต.หัวทะเล,1
1031,6694,6580,13274,3586,ทต.หัวนา,1
1032,1793,1808,3601,1050,ทต.หัวนา,1
1033,5574,5744,11318,3194,ทต.หัวนาคำ,1
1034,6506,6194,12700,3762,ทต.หัวนาคำ,1
1035,3114,2807,5921,2019,ทต.หัวสะพาน,1
1036,3479,3315,6794,3987,ทต.หัวสำโรง,1
1037,3032,2829,5861,1815,ทต.หัวเวียง,1
1038,2152,1986,4138,1852,ทต.หัวไทร,1
1039,3923,3304,7227,3881,ทต.หางดง,1
1040,3153,2937,6090,3128,ทต.หางน้ำสาคร,1
1041,3901,3654,7555,2650,ทต.หาดกรวด,1
1042,4784,4622,9406,3002,ทต.หาดคำ,1
1043,2578,2442,5020,1811,ทต.หาดท่าเสา,1
1044,2574,2389,4963,2572,ทต.หาดเจ้าสำราญ,1
1045,2604,2747,5351,1987,ทต.หาดเล็ก,1
1046,3474,3084,6558,3637,ทต.หาดเสี้ยว,1
1047,5079,4943,10022,3510,ทต.หารเทา,1
1048,4920,4380,9300,5599,ทต.หินกอง,1
1049,1385,1399,2784,780,ทต.หินดาด,1
1050,4164,4179,8343,2810,ทต.หินตก,1
1051,2528,2436,4964,1832,ทต.หินเหล็กไฟ,1
1052,853,814,1667,735,ทต.ห้วยกระบอก,1
1053,8845,7810,16655,10377,ทต.ห้วยกะปิ,1
1054,1608,1539,3147,984,ทต.ห้วยขะยุง,1
1055,4258,3926,8184,4188,ทต.ห้วยข้าวก่ำ,1
1056,5861,5413,11274,4415,ทต.ห้วยชินสีห์,1
1057,6177,6175,12352,5276,ทต.ห้วยซ้อ,1
1058,1634,1680,3314,1067,ทต.ห้วยทับทัน,1
1059,2943,2822,5765,2267,ทต.ห้วยผึ้ง,1
1060,1144,1033,2177,895,ทต.ห้วยพลู,1
1061,4267,3869,8136,4125,ทต.ห้วยยอด,1
1062,7679,7732,15411,4646,ทต.ห้วยยาง,1
1063,2558,2506,5064,1425,ทต.ห้วยราช,1
1064,4617,4220,8837,3348,ทต.ห้วยลาน,1
1065,4891,4838,9729,2662,ทต.ห้วยหิน,1
1066,2551,2236,4787,2230,ทต.ห้วยอ้อ,1
1067,2666,2572,5238,1700,ทต.ห้วยเกิ้ง,1
1068,2901,2764,5665,2209,ทต.ห้วยเม็ก,1
1069,1660,1492,3152,1624,ทต.ห้วยแถลง,1
1070,5956,5789,11745,3427,ทต.ห้วยโพธิ์,1
1071,16415,14600,31015,18120,ทต.ห้วยใหญ่,1
1072,2682,2322,5004,2530,ทต.ห้วยไคร้,1
1073,1518,1239,2757,1298,ทต.ห้างฉัตร,1
1074,1366,1261,2627,1369,ทต.องครักษ์,1
1075,509,531,1040,834,ทต.อมก๋อย,1
1076,4020,3745,7765,2821,ทต.อรัญญิก,1
1077,4106,4116,8222,2142,ทต.อัคคะคำ,1
1078,2409,2204,4613,1989,ทต.อัมพวา,1
1079,4612,4371,8983,3063,ทต.อากาศอำนวย,1
1080,2077,1950,4027,1800,ทต.อาจสามารถ,1
1081,1132,997,2129,997,ทต.อำนาจ,1
1082,4406,4297,8703,2517,ทต.อิตื้อ,1
1083,2340,2115,4455,2276,ทต.อินทร์บุรี,1
1084,11278,10239,21517,12904,ทต.อิสาณ,1
1085,3642,3189,6831,4323,ทต.อุทัย,1
1086,3095,2637,5732,3122,ทต.อุบล,1
1087,6832,5966,12798,6013,ทต.อุโมงค์,1
1088,3728,3582,7310,2042,ทต.อุ่มเม้า,1
1089,1853,1968,3821,918,ทต.อุ้มผาง,1
1090,3944,3536,7480,3672,ทต.อู่ทอง,1
1091,1602,1472,3074,1017,ทต.อ่างศิลา,1
1092,2375,2284,4659,1658,ทต.อ่าวพะยูน,1
1093,2879,2689,5568,2974,ทต.อ่าวลึกใต้,1
1094,12668,11528,24196,21871,ทต.อ้อมใหญ่,1
1095,5495,7364,12859,6456,ทต.เกล็ดแก้ว,1
1096,2451,2104,4555,2179,ทต.เกวียนหัก,1
1097,2654,2470,5124,1590,ทต.เกษตรพัฒนา,1
1098,5637,5277,10914,4864,ทต.เกษตรวิสัย,1
1099,1521,1400,2921,1329,ทต.เกษตรสมบูรณ์,1
1100,1403,1362,2765,977,ทต.เกษไชโย,1
1101,1110,1034,2144,1095,ทต.เกาะขนุน,1
1102,8832,8058,16890,8170,ทต.เกาะขวาง,1
1103,2406,2107,4513,2359,ทต.เกาะคา,1
1104,1838,4184,6022,1825,ทต.เกาะจันทร์,1
1105,3801,3752,7553,5598,ทต.เกาะพะงัน,1
1106,419,412,831,499,ทต.เกาะยาว,1
1107,586,565,1151,500,ทต.เกาะลันตาใหญ่,1
1108,2301,2234,4535,2210,ทต.เกาะสีชัง,1
1109,944,831,1775,754,ทต.เกาะหวาย,1
1110,3378,3474,6852,2162,ทต.เกาะเพชร,1
1111,5974,5707,11681,3842,ทต.เกาะแต้ว,1
1112,2977,2729,5706,2322,ทต.เก้าเลี้ยว,1
1113,21944,34624,56568,27109,ทต.เขตรอุดมศักดิ์,1
1114,3069,2827,5896,2524,ทต.เขมราฐ,1
1115,3782,3496,7278,2651,ทต.เขาขวาง,1
1116,4816,4365,9181,2937,ทต.เขางู,1
1117,2450,2399,4849,2349,ทต.เขาฉกรรจ์,1
1118,1830,1671,3501,1626,ทต.เขาชัยสน,1
1119,2243,2103,4346,1384,ทต.เขาชุมทอง,1
1120,3101,2944,6045,2107,ทต.เขาดิน,1
1121,2184,2126,4310,1910,ทต.เขาทราย,1
1122,3356,3317,6673,2915,ทต.เขานิพันธ์,1
1123,3238,2974,6212,2398,ทต.เขาบางแกรก,1
1124,3225,3115,6340,2559,ทต.เขาบายศรี,1
1125,2923,2714,5637,2498,ทต.เขาพนม,1
1126,3009,2585,5594,3271,ทต.เขาพระ,1
1127,4086,4069,8155,3369,ทต.เขาพระ,1
1128,9116,15976,25092,11902,ทต.เขาพระงาม,1
1129,7984,7229,15213,8201,ทต.เขาย้อย,1
1130,684,704,1388,614,ทต.เขาสมิง,1
1131,5448,5359,10807,3731,ทต.เขาสวนกวาง,1
1132,3594,3608,7202,2172,ทต.เขาหัวช้าง,1
1133,1800,1717,3517,2627,ทต.เขาหินซ้อน,1
1134,3878,3915,7793,2176,ทต.เขาแก้ว,1
1135,2339,2203,4542,2080,ทต.เขื่องใน,1
1136,2175,2372,4547,2031,ทต.เขื่อนบางลาง,1
1137,2064,1985,4049,2108,ทต.เขื่อนอุบลรัตน์,1
1138,828,864,1692,748,ทต.เคียนซา,1
1139,2400,2338,4738,2140,ทต.เจดีย์หลวง,1
1140,4299,3874,8173,4010,ทต.เจดีย์แม่ครัว,1
1141,3500,3345,6845,2314,ทต.เจริญศิลป์,1
1142,3016,2730,5746,2295,ทต.เจ็ดเสมียน,1
1143,5562,5187,10749,3213,ทต.เจ้าเจ็ด,1
1144,2023,1997,4020,1008,ทต.เจ๊ะบิลัง,1
1145,3754,3744,7498,2581,ทต.เฉลียงทอง,1
1146,4037,3726,7763,3713,ทต.เชิงดอย,1
1147,3837,3131,6968,3679,ทต.เชิงทะเล,1
1148,2613,2552,5165,1631,ทต.เชียงกลม,1
1149,4887,4700,9587,3972,ทต.เชียงกลาง,1
1150,2670,2470,5140,2774,ทต.เชียงคาน,1
1151,3382,2803,6185,3709,ทต.เชียงคำ,1
1152,2062,1833,3895,2328,ทต.เชียงดาว,1
1153,4346,4278,8624,3880,ทต.เชียงม่วน,1
1154,2402,2269,4671,2397,ทต.เชียงยืน,1
1155,5261,4938,10199,4451,ทต.เชียงรากน้อย,1
1156,8656,8222,16878,6121,ทต.เชียงเครือ,1
1157,2018,1982,4000,1181,ทต.เชียงเพ็ง,1
1158,4187,4071,8258,2483,ทต.เชียงใหม่,1
1159,818,796,1614,760,ทต.เชียรใหญ่,1
1160,3603,3145,6748,2828,ทต.เดิมบาง,1
1161,5755,5181,10936,5182,ทต.เด่นชัย,1
1162,4906,4655,9561,5085,ทต.เทพกระษัตรี,1
1163,10261,9748,20009,8468,ทต.เทพนคร,1
1164,2157,2087,4244,1267,ทต.เทพราช,1
1165,5941,6031,11972,4136,ทต.เทพวงศา,1
1166,1923,1898,3821,2274,ทต.เทพสถิต,1
1167,1180,1138,2318,1077,ทต.เทพา,1
1168,1442,1328,2770,858,ทต.เทพาลัย,1
1169,6126,5807,11933,4572,ทต.เนินกุ่ม,1
1170,3095,2868,5963,2669,ทต.เนินขาม,1
1171,2363,2209,4572,1979,ทต.เนินฆ้อ,1
1172,4540,4512,9052,3121,ทต.เนินปอ,1
1173,3527,3252,6779,3021,ทต.เนินมะกอก,1
1174,1795,1687,3482,1638,ทต.เนินมะปราง,1
1175,963,922,1885,1270,ทต.เนินสันติ,1
1176,1575,1455,3030,1683,ทต.เนินสูง,1
1177,8535,7560,16095,6693,ทต.เบิกไพร,1
1178,3017,2841,5858,1998,ทต.เปือยน้อย,1
1179,5508,5463,10971,4029,ทต.เฝ้าไร่,1
1180,1374,1364,2738,1600,ทต.เพ็ญ,1
1181,1131,1012,2143,1011,ทต.เมืองการุ้ง,1
1182,2192,2072,4264,2181,ทต.เมืองขุขันธ์,1
1183,1142,1049,2191,1008,ทต.เมืองคง,1
1184,2025,1920,3945,2122,ทต.เมืองคง,1
1185,2028,1798,3826,1966,ทต.เมืองงาย,1
1186,934,950,1884,567,ทต.เมืองที,1
1187,19318,18587,37905,9397,ทต.เมืองนะ,1
1188,4319,4160,8479,2817,ทต.เมืองบัว,1
1189,3457,2975,6432,3518,ทต.เมืองพาน,1
1190,4080,4023,8103,2328,ทต.เมืองยาง,1
1191,2600,2523,5123,1888,ทต.เมืองรามันห์,1
1192,3159,3026,6185,3431,ทต.เมืองศรีไค,1
1193,4796,4713,9509,2873,ทต.เมืองสรวง,1
1194,3318,3209,6527,4480,ทต.เมืองเก่า,1
1195,3832,3322,7154,2645,ทต.เมืองเก่า,1
1196,16810,14721,31531,17412,ทต.เมืองเก่า,1
1197,9783,8828,18611,11702,ทต.เมืองแกลง,1
1198,3084,3157,6241,1600,ทต.เมืองไพร,1
1199,2366,2093,4459,1715,ทต.เรณูนคร,1
1200,1307,1323,2630,1337,ทต.เลาขวัญ,1
1201,1503,1417,2920,1092,ทต.เลิงนกทา,1
1202,2795,2637,5432,2275,ทต.เวียง,1
1203,4870,4736,9606,4302,ทต.เวียง,1
1204,5286,5216,10502,3229,ทต.เวียงคำ,1
1205,3093,2844,5937,1920,ทต.เวียงคุก,1
1206,3601,3169,6770,3133,ทต.เวียงชัย,1
1207,3132,3159,6291,2457,ทต.เวียงต้า,1
1208,2432,2062,4494,2398,ทต.เวียงป่าเป้า,1
1209,4506,4079,8585,3964,ทต.เวียงฝาง,1
1210,2528,2193,4721,2851,ทต.เวียงพร้าว,1
1211,12042,10507,22549,9856,ทต.เวียงพางคำ,1
1212,5153,5079,10232,3528,ทต.เวียงมอก,1
1213,3701,3220,6921,3572,ทต.เวียงยอง,1
1214,3195,2964,6159,2691,ทต.เวียงลอ,1
1215,4944,4440,9384,5822,ทต.เวียงสระ,1
1216,1517,1293,2810,1310,ทต.เวียงสา,1
1217,2003,1771,3774,2359,ทต.เวียงเชียงของ,1
1218,3440,3056,6496,3356,ทต.เวียงเชียงแสน,1
1219,2689,2292,4981,2781,ทต.เวียงเทิง,1
1220,2956,2750,5706,1972,ทต.เสนางคนิคม,1
1221,12451,10274,22725,17575,ทต.เสม็ด,1
1222,4166,4091,8257,3020,ทต.เสริมงาม,1
1223,6756,6310,13066,5041,ทต.เสลภูมิ,1
1224,21793,18099,39892,26714,ทต.เสาธงหิน,1
1225,1623,1492,3115,1467,ทต.เสาไห้,1
1226,3936,3669,7605,3207,ทต.เสิงสาง,1
1227,3875,3646,7521,2456,ทต.เสือโฮก,1
1228,2235,2045,4280,2434,ทต.เหนือคลอง,1
1229,8698,7288,15986,8370,ทต.เหมืองง่า,1
1230,998,935,1933,778,ทต.เหมืองใหม่,1
1231,482,458,940,726,ทต.เอราวัณ,1
1232,2664,2677,5341,1617,ทต.แกดำ,1
1233,3705,3438,7143,3379,ทต.แกลงกะเฉด,1
1234,3420,2966,6386,3791,ทต.แก่งเสี้ยน,1
1235,1364,1309,2673,1080,ทต.แก่งเสือเต้น,1
1236,4458,3985,8443,4606,ทต.แก้งคร้อ,1
1237,2751,2718,5469,1925,ทต.แคนดง,1
1238,2794,2639,5433,3098,ทต.แคมป์สน,1
1239,1815,1635,3450,1679,ทต.แจ้ห่ม,1
1240,3179,2771,5950,3033,ทต.แชะ,1
1241,3144,3012,6156,3519,ทต.แปลงยาว,1
1242,1339,1155,2494,1368,ทต.แพรกศรีราชา,1
1243,14071,12456,26527,15685,ทต.แพรกษา,1
1244,6750,6177,12927,6867,ทต.แม่กา,1
1245,3334,3203,6537,2967,ทต.แม่กุ,1
1246,3234,3047,6281,3429,ทต.แม่ขรี,1
1247,1552,1364,2916,1601,ทต.แม่ขะจาน,1
1248,2402,2151,4553,2170,ทต.แม่คำ,1
1249,3654,3505,7159,2718,ทต.แม่คำมี,1
1250,2703,2552,5255,2165,ทต.แม่จะเรา,1
1251,1921,1675,3596,2432,ทต.แม่จัน,1
1252,1956,1813,3769,1562,ทต.แม่จั๊วะ,1
1253,1785,1637,3422,1352,ทต.แม่ตืน,1
1254,2006,1957,3963,1391,ทต.แม่ต้าน,1
1255,3318,3238,6556,2988,ทต.แม่ทะ,1
1256,3094,3008,6102,2642,ทต.แม่ปั๋ง,1
1257,1446,1464,2910,1152,ทต.แม่ปาน,1
1258,4613,4394,9007,3451,ทต.แม่ปืม,1
1259,2019,1808,3827,1342,ทต.แม่ปุ,1
1260,1345,1227,2572,1128,ทต.แม่พริก,1
1261,11059,10828,21887,9195,ทต.แม่ยาว,1
1262,1994,1990,3984,1871,ทต.แม่ระมาด,1
1263,4998,4364,9362,5813,ทต.แม่ริม,1
1264,3324,3179,6503,2645,ทต.แม่ลานนา,1
1265,1804,1779,3583,1802,ทต.แม่ลาน้อย,1
1266,956,851,1807,814,ทต.แม่ลาว,1
1267,2409,2152,4561,2230,ทต.แม่วาง,1
1268,755,727,1482,1117,ทต.แม่สรวย,1
1269,1502,1314,2816,1962,ทต.แม่สะเรียง,1
1270,14993,13068,28061,13706,ทต.แม่สาย,1
1271,2341,2026,4367,2020,ทต.แม่หล่าย,1
1272,5495,5084,10579,4913,ทต.แม่อาย,1
1273,7804,7480,15284,8719,ทต.แม่เมาะ,1
1274,1320,1289,2609,1623,ทต.แม่แจ่ม,1
1275,4799,4239,9038,3941,ทต.แม่แฝก,1
1276,3659,3382,7041,2916,ทต.แม่แรง,1
1277,2584,2370,4954,2198,ทต.แม่ใจ,1
1278,2896,2716,5612,2226,ทต.แวงน่าง,1
1279,1600,1471,3071,1327,ทต.แวงน้อย,1
1280,2678,2478,5156,1774,ทต.แวงใหญ่,1
1281,2742,2593,5335,1687,ทต.แว้ง,1
1282,2001,2011,4012,976,ทต.แสงสว่าง,1
1283,1645,1593,3238,2381,ทต.แสนตุ้ง,1
1284,11206,13188,24394,11245,ทต.แสนสุข,1
1285,1656,1564,3220,1272,ทต.แสวงหา,1
1286,895,876,1771,727,ทต.แหลมงอบ,1
1287,10995,10426,21421,9469,ทต.แหลมฟ้าผ่า,1
1288,2045,2079,4124,1254,ทต.แหลมสัก,1
1289,3000,2909,5909,1605,ทต.โกตาบารู,1
1290,1158,1069,2227,1001,ทต.โกรกพระ,1
1291,4787,4364,9151,4332,ทต.โกสุมพิสัย,1
1292,3763,3330,7093,4687,ทต.โคกกรวด,1
1293,1870,1712,3582,1729,ทต.โคกกลอย,1
1294,806,734,1540,865,ทต.โคกคราม,1
1295,15199,14765,29964,11840,ทต.โคกตูม,1
1296,3080,2765,5845,2334,ทต.โคกปีบ,1
1297,1783,1601,3384,1476,ทต.โคกพระ,1
1298,1157,1051,2208,832,ทต.โคกมะกอก,1
1299,3530,4169,7699,2778,ทต.โคกม่วง,1
1300,5289,5081,10370,3658,ทต.โคกม่วง,1
1301,3737,3658,7395,2094,ทต.โคกล่าม,1
1302,1615,1543,3158,1275,ทต.โคกศรี,1
1303,2678,2558,5236,1785,ทต.โคกสวาย,1
1304,3286,3249,6535,2196,ทต.โคกสะอาด,1
1305,2966,2725,5691,2442,ทต.โคกสำโรง,1
1306,4363,4494,8857,2469,ทต.โคกสูง,1
1307,2310,2078,4388,1320,ทต.โคกสูงสัมพันธ์,1
1308,1771,1588,3359,1843,ทต.โคกโพธิ์,1
1309,6661,5987,12648,5554,ทต.โชคชัย,1
1310,3266,3269,6535,2601,ทต.โซ่พิสัย,1
1311,4795,4637,9432,3617,ทต.โนนดินแดง,1
1312,2639,2644,5283,1459,ทต.โนนตาล,1
1313,4979,4827,9806,3158,ทต.โนนท่อน,1
1314,2728,2479,5207,2006,ทต.โนนบุรี,1
1315,5538,5564,11102,3490,ทต.โนนปอแดง,1
1316,2782,2816,5598,1820,ทต.โนนศิลา,1
1317,2946,2890,5836,1831,ทต.โนนสมบูรณ์,1
1318,2965,2956,5921,1779,ทต.โนนสมบูรณ์,1
1319,3484,3409,6893,2409,ทต.โนนสว่าง,1
1320,2270,2169,4439,1747,ทต.โนนสะอาด,1
1321,4265,4150,8415,2840,ทต.โนนสัง,1
1322,1684,1611,3295,1069,ทต.โนนสุวรรณ,1
1323,4973,4605,9578,4013,ทต.โนนสูง,1
1324,2456,2233,4689,2635,ทต.โนนสูงเปลือย,1
1325,2417,2185,4602,1538,ทต.โนนหัน,1
1326,2193,2095,4288,1586,ทต.โนนแดง,1
1327,1645,1423,3068,1389,ทต.โนนไทย,1
1328,5661,5157,10818,6552,ทต.โป่ง,1
1329,4225,4886,9111,4267,ทต.โป่งน้ำร้อน,1
1330,1270,1173,2443,1020,ทต.โพทะเล,1
1331,4581,4613,9194,2071,ทต.โพธิ์กระสังข์,1
1332,14105,15363,29468,13508,ทต.โพธิ์กลาง,1
1333,4026,3796,7822,3848,ทต.โพธิ์ชัย,1
1334,3354,3330,6684,1754,ทต.โพธิ์ชัย,1
1335,2241,1985,4226,1841,ทต.โพธิ์ทอง,1
1336,4889,4560,9449,3530,ทต.โพธิ์ประทับช้าง,1
1337,1860,1499,3359,1707,ทต.โพธิ์พระยา,1
1338,827,738,1565,577,ทต.โพธิ์พิทักษ์,1
1339,1554,1503,3057,1189,ทต.โพธิ์ไทร,1
1340,1916,1874,3790,1101,ทต.โพน,1
1341,4589,4528,9117,3226,ทต.โพนงาม,1
1342,2816,2768,5584,1981,ทต.โพนทราย,1
1343,5747,5564,11311,5045,ทต.โพนทอง,1
1344,1312,1305,2617,1230,ทต.โพนพิสัย,1
1345,2674,2696,5370,1864,ทต.โพนสวรรค์,1
1346,1978,1746,3724,1157,ทต.โพนสา,1
1347,3676,3758,7434,1882,ทต.โพนสูง,1
1348,5660,5159,10819,4247,ทต.โพรงมะเดื่อ,1
1349,1080,958,2038,845,ทต.โพสังโฆ,1
1350,5411,5080,10491,3723,ทต.โพหัก,1
1351,3289,2988,6277,2488,ทต.โรงช้าง,1
1352,989,836,1825,1010,ทต.ในเมือง,1
1353,4182,3964,8146,3390,ทต.ในเมือง,1
1354,6454,6351,12805,3553,ทต.ใหม่,1
1355,8201,7465,15666,6636,ทต.ไชยปราการ,1
1356,4224,4036,8260,2400,ทต.ไชยวาน,1
1357,6505,6063,12568,4201,ทต.ไชโย,1
1358,2567,2373,4940,2476,ทต.ไทรงาม,1
1359,1231,1252,2483,1078,ทต.ไทรน้อย,1
1360,4296,4201,8497,3173,ทต.ไทรย้อย,1
1361,1854,1795,3649,1166,ทต.ไทรโยง-ไชยวาล,1
1362,876,822,1698,619,ทต.ไผ่กองดิน,1
1363,2061,1987,4048,2123,ทต.ไผ่ต่ำ,1
1364,5406,5458,10864,2915,ทต.ไพรบึง,1
1365,5424,4865,10289,5008,ทต.ไพศาลี,1
1366,5220,6455,11675,6394,ทต.ไม้งาม,1
1367,5302,5291,10593,3814,ทต.ไม้ยา,1
1368,1220,1145,2365,1249,ทต.ไม้เรียง,1
1369,5361,5251,10612,4211,ทต.ไร่เก่า,1
1370,4027,3734,7761,2911,ทต.ไร่ใหม่,1
1371,56436,50935,107371,67228,ทน.ขอนแก่น,1
1372,30385,25880,56265,25493,ทน.ตรัง,1
1373,37634,34001,71635,37814,ทน.นครปฐม,1
1374,64281,56073,120354,72306,ทน.นครราชสีมา,1
1375,52606,47046,99652,46813,ทน.นครศรีธรรมราช,1
1376,41831,38065,79896,42893,ทน.นครสวรรค์,1
1377,132326,116462,248788,156312,ทน.นนทบุรี,1
1378,102353,87992,190345,134053,ทน.ปากเกร็ด,1
1379,25501,23178,48679,20421,ทน.พระนครศรีอยุธยา,1
1380,34797,28791,63588,37164,ทน.พิษณุโลก,1
1381,41092,35278,76370,26770,ทน.ภูเก็ต,1
1382,31437,28700,60137,28673,ทน.ยะลา,1
1383,32712,28901,61613,37949,ทน.ระยอง,1
1384,45252,39132,84384,56705,ทน.รังสิต,1
1385,27647,22562,50209,29693,ทน.ลำปาง,1
1386,26206,24695,50901,28841,ทน.สกลนคร,1
1387,30161,28231,58392,27597,ทน.สงขลา,1
1388,25063,23715,48778,21999,ทน.สมุทรปราการ,1
1389,32436,31562,63998,18948,ทน.สมุทรสาคร,1
1390,69518,62787,132305,76513,ทน.สุราษฎร์ธานี,1
1391,80349,68793,149142,68701,ทน.หาดใหญ่,1
1392,62343,56645,118988,61665,ทน.อุดรธานี,1
1393,38653,33217,71870,32217,ทน.อุบลราชธานี,1
1394,28104,25426,53530,49523,ทน.อ้อมน้อย,1
1395,35239,32701,67940,57051,ทน.เกาะสมุย,1
1396,77547,73320,150867,103988,ทน.เจ้าพระยาสุรศักดิ์,1
1397,40889,36855,77744,51617,ทน.เชียงราย,1
1398,63784,55987,119771,90742,ทน.เชียงใหม่,1
1399,20881,20727,41608,19723,ทน.แม่สอด,1
1400,46000,44524,90524,81437,ทน.แหลมฉบัง,1
1401,15308,13261,28569,18657,ทม.กระทุ่มล้ม,1
1402,13894,13263,27157,6653,ทม.กระทุ่มแบน,1
1403,5168,4745,9913,4533,ทม.กระนวน,1
1404,17271,14918,32189,17848,ทม.กระบี่,1
1405,16467,14155,30622,21671,ทม.กะทู้,1
1406,5949,5723,11672,5069,ทม.กันตัง,1
1407,9201,8528,17729,7622,ทม.กันทรลักษ์,1
1408,13967,12458,26425,15985,ทม.กาญจนบุรี,1
1409,16844,15400,32244,16070,ทม.กาฬสินธุ์,1
1410,14900,13225,28125,16416,ทม.กำแพงเพชร,1
1411,5813,5511,11324,4970,ทม.กุฉินารายณ์,1
1412,5635,4967,10602,4287,ทม.ขลุง,1
1413,35646,31645,67291,55813,ทม.คลองหลวง,1
1414,22108,19601,41709,21451,ทม.คลองแห,1
1415,26636,23419,50055,26391,ทม.ควนลัง,1
1416,24091,21938,46029,28591,ทม.คอหงส์,1
1417,22528,20763,43291,26428,ทม.คูคต,1
1418,6404,5669,12073,7893,ทม.จันทนิมิต,1
1419,11620,10669,22289,14642,ทม.จันทบุรี,1
1420,19999,17994,37993,22170,ทม.ฉะเชิงเทรา,1
1421,12946,11617,24563,12512,ทม.ชลบุรี,1
1422,21209,19453,40662,46704,ทม.ชะอำ,1
1423,6249,5339,11588,7507,ทม.ชัยนาท,1
1424,18839,16995,35834,21090,ทม.ชัยภูมิ,1
1425,18033,15625,33658,20140,ทม.ชุมพร,1
1426,16183,15014,31197,15683,ทม.ชุมแพ,1
1427,3953,3494,7447,3628,ทม.ชุมแสง,1
1428,6726,5785,12511,5392,ทม.ดอกคำใต้,1
1429,6223,5881,12104,5832,ทม.ดอนสัก,1
1430,4970,4545,9515,5515,ทม.ตราด,1
1431,4196,3846,8042,2730,ทม.ตะกั่วป่า,1
1432,7251,6275,13526,6277,ทม.ตะพานหิน,1
1433,7418,7152,14570,4523,ทม.ตะลุบัน,1
1434,8402,7475,15877,7482,ทม.ตาก,1
1435,10203,9577,19780,5749,ทม.ตากใบ,1
1436,11950,10964,22914,9983,ทม.ตาคลี,1
1437,10690,8875,19565,13474,ทม.ต้นเปา,1
1438,9949,9925,19874,9793,ทม.ทับกวาง,1
1439,8730,8260,16990,6159,ทม.ทุ่งตำเสา,1
1440,16080,13544,29624,11499,ทม.ทุ่งสง,1
1441,9545,8998,18543,9084,ทม.ท่าข้าม,1
1442,7709,6439,14148,10755,ทม.ท่าช้าง,1
1443,8885,8423,17308,7374,ทม.ท่าบ่อ,1
1444,10388,9744,20132,8281,ทม.ท่าผา,1
1445,5812,5216,11028,5083,ทม.ท่าเรือพระแท่น,1
1446,40889,34746,75635,56782,ทม.ท่าโขลง,1
1447,5402,4715,10117,4625,ทม.ท่าใหม่,1
1448,8316,7615,15931,8581,ทม.นครนายก,1
1449,13891,12276,26167,15256,ทม.นครพนม,1
1450,20604,19683,40287,16010,ทม.นราธิวาส,1
1451,10904,9666,20570,11417,ทม.นางรอง,1
1452,9847,9377,19224,8197,ทม.นาสาร,1
