latitude,longitude,geoid_height
4.1952,96.5789,-33.699
4.1952,96.5931,-33.608
4.1952,96.6072,-33.527
4.1952,96.6213,-33.452
4.1952,96.6354,-33.382
4.1952,96.6496,-33.318
4.1952,96.6637,-33.256
4.1952,96.6778,-33.197
4.1952,96.6919,-33.138
4.1952,96.706,-33.081
4.1952,96.7202,-33.024
4.1952,96.7343,-32.97
4.1952,96.7484,-32.918
4.1952,96.7625,-32.869
4.1952,96.7766,-32.819
4.1952,96.7908,-32.773
4.1952,96.8049,-32.724
4.1952,96.819,-32.677
4.1952,96.8331,-32.63
4.1952,96.8472,-32.582
4.1952,96.8614,-32.534
4.1952,96.8755,-32.487
4.1952,96.8896,-32.441
4.1952,96.9037,-32.397
4.1952,96.9178,-32.355
4.1952,96.932,-32.312
4.1952,96.9461,-32.271
4.1952,96.9602,-32.229
4.1952,96.9743,-32.185
4.1952,96.9884,-32.139
4.2102,96,-37.198
4.2102,96.0141,-37.107
4.2102,96.0282,-37.024
4.2102,96.0424,-36.946
4.2102,96.0565,-36.875
4.2102,96.0706,-36.806
4.2102,96.0847,-36.743
4.2102,96.0988,-36.684
4.2102,96.113,-36.627
4.2102,96.1271,-36.57
4.2102,96.1412,-36.514
4.2102,96.1553,-36.458
4.2102,96.1694,-36.399
4.2102,96.1836,-36.342
4.2102,96.1977,-36.286
4.2102,96.2118,-36.23
4.2102,96.2259,-36.174
4.2102,96.2401,-36.116
4.2102,96.2542,-36.057
4.2102,96.2683,-35.997
4.2102,96.2824,-35.933
4.2102,96.2965,-35.866
4.2102,96.3107,-35.798
4.2102,96.3248,-35.728
4.2102,96.3389,-35.654
4.2102,96.353,-35.576
4.2102,96.3671,-35.495
4.2102,96.3813,-35.408
4.2102,96.3954,-35.316
4.2102,96.4095,-35.218
4.2102,96.4236,-35.115
4.2102,96.4377,-35.003
4.2102,96.4519,-34.888
4.2102,96.466,-34.769
4.2102,96.4801,-34.647
4.2102,96.4942,-34.526
4.2102,96.5083,-34.404
4.2102,96.5225,-34.284
4.2102,96.5366,-34.166
4.2102,96.5507,-34.053
4.2102,96.5648,-33.949
4.2102,96.5789,-33.851
4.2102,96.5931,-33.763
4.2102,96.6072,-33.683
4.2102,96.6213,-33.608
4.2102,96.6354,-33.541
4.2102,96.6496,-33.476
4.2102,96.6637,-33.415
4.2102,96.6778,-33.356
4.2102,96.6919,-33.296
4.2102,96.706,-33.237
4.2102,96.7202,-33.176
4.2102,96.7343,-33.118
4.2102,96.7484,-33.06
4.2102,96.7625,-33.004
4.2102,96.7766,-32.949
4.2102,96.7908,-32.896
4.2102,96.8049,-32.84
4.2102,96.819,-32.787
4.2102,96.8331,-32.732
4.2102,96.8472,-32.677
4.2102,96.8614,-32.622
4.2102,96.8755,-32.569
4.2102,96.8896,-32.516
4.2102,96.9037,-32.467
4.2102,96.9178,-32.418
4.2102,96.932,-32.373
4.2102,96.9461,-32.327
4.2102,96.9602,-32.281
4.2102,96.9743,-32.231
4.2102,96.9884,-32.181
4.2252,96,-37.296
4.2252,96.0141,-37.21
4.2252,96.0282,-37.131
4.2252,96.0424,-37.056
4.2252,96.0565,-36.989
4.2252,96.0706,-36.924
4.2252,96.0847,-36.866
4.2252,96.0988,-36.809
4.2252,96.113,-36.754
4.2252,96.1271,-36.701
4.2252,96.1412,-36.645
4.2252,96.1553,-36.589
4.2252,96.1694,-36.533
4.2252,96.1836,-36.477
4.2252,96.1977,-36.42
4.2252,96.2118,-36.364
4.2252,96.2259,-36.306
4.2252,96.2401,-36.245
4.2252,96.2542,-36.185
4.2252,96.2683,-36.124
4.2252,96.2824,-36.061
4.2252,96.2965,-35.993
4.2252,96.3107,-35.926
4.2252,96.3248,-35.855
4.2252,96.3389,-35.782
4.2252,96.353,-35.706
4.2252,96.3671,-35.624
4.2252,96.3813,-35.539
4.2252,96.3954,-35.449
4.2252,96.4095,-35.354
4.2252,96.4236,-35.25
4.2252,96.4377,-35.141
4.2252,96.4519,-35.026
4.2252,96.466,-34.909
4.2252,96.4801,-34.79
4.2252,96.4942,-34.67
4.2252,96.5083,-34.55
4.2252,96.5225,-34.43
4.2252,96.5366,-34.315
4.2252,96.5507,-34.203
4.2252,96.5648,-34.098
4.2252,96.5789,-34.001
4.2252,96.5931,-33.913
4.2252,96.6072,-33.833
4.2252,96.6213,-33.762
4.2252,96.6354,-33.694
4.2252,96.6496,-33.63
4.2252,96.6637,-33.569
4.2252,96.6778,-33.509
4.2252,96.6919,-33.446
4.2252,96.706,-33.384
4.2252,96.7202,-33.32
4.2252,96.7343,-33.257
4.2252,96.7484,-33.194
4.2252,96.7625,-33.132
4.2252,96.7766,-33.071
4.2252,96.7908,-33.011
4.2252,96.8049,-32.95
4.2252,96.819,-32.889
4.2252,96.8331,-32.827
4.2252,96.8472,-32.767
4.2252,96.8614,-32.705
4.2252,96.8755,-32.645
4.2252,96.8896,-32.586
4.2252,96.9037,-32.531
4.2252,96.9178,-32.478
4.2252,96.932,-32.427
4.2252,96.9461,-32.377
4.2252,96.9602,-32.326
4.2252,96.9743,-32.273
4.2252,96.9884,-32.217
4.2402,96,-37.399
4.2402,96.0141,-37.318
4.2402,96.0282,-37.243
4.2402,96.0424,-37.172
4.2402,96.0565,-37.107
4.2402,96.0706,-37.046
4.2402,96.0847,-36.99
4.2402,96.0988,-36.936
4.2402,96.113,-36.884
4.2402,96.1271,-36.832
4.2402,96.1412,-36.778
4.2402,96.1553,-36.723
4.2402,96.1694,-36.666
4.2402,96.1836,-36.609
4.2402,96.1977,-36.552
4.2402,96.2118,-36.495
4.2402,96.2259,-36.435
4.2402,96.2401,-36.375
4.2402,96.2542,-36.314
4.2402,96.2683,-36.254
4.2402,96.2824,-36.19
4.2402,96.2965,-36.124
4.2402,96.3107,-36.058
4.2402,96.3248,-35.987
4.2402,96.3389,-35.912
4.2402,96.353,-35.836
4.2402,96.3671,-35.755
4.2402,96.3813,-35.671
4.2402,96.3954,-35.583
4.2402,96.4095,-35.487
4.2402,96.4236,-35.386
4.2402,96.4377,-35.276
4.2402,96.4519,-35.163
4.2402,96.466,-35.047
4.2402,96.4801,-34.93
4.2402,96.4942,-34.81
4.2402,96.5083,-34.691
4.2402,96.5225,-34.573
4.2402,96.5366,-34.458
4.2402,96.5507,-34.348
4.2402,96.5648,-34.244
4.2402,96.5789,-34.148
4.2402,96.5931,-34.061
4.2402,96.6072,-33.983
4.2402,96.6213,-33.91
4.2402,96.6354,-33.843
4.2402,96.6496,-33.779
4.2402,96.6637,-33.716
4.2402,96.6778,-33.654
4.2402,96.6919,-33.589
4.2402,96.706,-33.522
4.2402,96.7202,-33.454
4.2402,96.7343,-33.386
4.2402,96.7484,-33.319
4.2402,96.7625,-33.253
4.2402,96.7766,-33.185
4.2402,96.7908,-33.119
4.2402,96.8049,-33.051
4.2402,96.819,-32.985
4.2402,96.8331,-32.916
4.2402,96.8472,-32.848
4.2402,96.8614,-32.78
4.2402,96.8755,-32.715
4.2402,96.8896,-32.65
4.2402,96.9037,-32.589
4.2402,96.9178,-32.531
4.2402,96.932,-32.474
4.2402,96.9461,-32.42
4.2402,96.9602,-32.364
4.2402,96.9743,-32.305
4.2402,96.9884,-32.245
4.2552,96,-37.503
4.2552,96.0141,-37.427
4.2552,96.0282,-37.355
4.2552,96.0424,-37.288
4.2552,96.0565,-37.227
4.2552,96.0706,-37.17
4.2552,96.0847,-37.117
4.2552,96.0988,-37.065
4.2552,96.113,-37.015
4.2552,96.1271,-36.963
4.2552,96.1412,-36.91
4.2552,96.1553,-36.855
4.2552,96.1694,-36.798
4.2552,96.1836,-36.741
4.2552,96.1977,-36.683
4.2552,96.2118,-36.624
4.2552,96.2259,-36.565
4.2552,96.2401,-36.504
4.2552,96.2542,-36.442
4.2552,96.2683,-36.382
4.2552,96.2824,-36.321
4.2552,96.2965,-36.256
4.2552,96.3107,-36.189
4.2552,96.3248,-36.118
4.2552,96.3389,-36.044
4.2552,96.353,-35.967
4.2552,96.3671,-35.887
4.2552,96.3813,-35.802
4.2552,96.3954,-35.714
4.2552,96.4095,-35.62
4.2552,96.4236,-35.52
4.2552,96.4377,-35.41
4.2552,96.4519,-35.298
4.2552,96.466,-35.182
4.2552,96.4801,-35.065
4.2552,96.4942,-34.947
4.2552,96.5083,-34.828
4.2552,96.5225,-34.71
4.2552,96.5366,-34.597
4.2552,96.5507,-34.488
4.2552,96.5648,-34.385
4.2552,96.5789,-34.293
4.2552,96.5931,-34.204
4.2552,96.6072,-34.128
4.2552,96.6213,-34.056
4.2552,96.6354,-33.988
4.2552,96.6496,-33.923
4.2552,96.6637,-33.857
4.2552,96.6778,-33.792
4.2552,96.6919,-33.724
4.2552,96.706,-33.654
4.2552,96.7202,-33.582
4.2552,96.7343,-33.509
4.2552,96.7484,-33.435
4.2552,96.7625,-33.362
4.2552,96.7766,-33.289
4.2552,96.7908,-33.216
4.2552,96.8049,-33.144
4.2552,96.819,-33.07
4.2552,96.8331,-32.995
4.2552,96.8472,-32.922
4.2552,96.8614,-32.849
4.2552,96.8755,-32.776
4.2552,96.8896,-32.708
4.2552,96.9037,-32.642
4.2552,96.9178,-32.577
4.2552,96.932,-32.516
4.2552,96.9461,-32.455
4.2552,96.9602,-32.396
4.2552,96.9743,-32.333
4.2552,96.9884,-32.268
4.2702,96,-37.611
4.2702,96.0141,-37.54
4.2702,96.0282,-37.471
4.2702,96.0424,-37.408
4.2702,96.0565,-37.349
4.2702,96.0706,-37.295
4.2702,96.0847,-37.244
4.2702,96.0988,-37.195
4.2702,96.113,-37.146
4.2702,96.1271,-37.095
4.2702,96.1412,-37.043
4.2702,96.1553,-36.989
4.2702,96.1694,-36.931
4.2702,96.1836,-36.874
4.2702,96.1977,-36.815
4.2702,96.2118,-36.755
4.2702,96.2259,-36.695
4.2702,96.2401,-36.634
4.2702,96.2542,-36.572
4.2702,96.2683,-36.513
4.2702,96.2824,-36.452
4.2702,96.2965,-36.388
4.2702,96.3107,-36.322
4.2702,96.3248,-36.251
4.2702,96.3389,-36.177
4.2702,96.353,-36.099
4.2702,96.3671,-36.02
4.2702,96.3813,-35.934
4.2702,96.3954,-35.845
4.2702,96.4095,-35.751
4.2702,96.4236,-35.65
4.2702,96.4377,-35.541
4.2702,96.4519,-35.428
4.2702,96.466,-35.313
4.2702,96.4801,-35.196
4.2702,96.4942,-35.078
4.2702,96.5083,-34.96
4.2702,96.5225,-34.844
4.2702,96.5366,-34.731
4.2702,96.5507,-34.624
4.2702,96.5648,-34.523
4.2702,96.5789,-34.43
4.2702,96.5931,-34.343
4.2702,96.6072,-34.265
4.2702,96.6213,-34.195
4.2702,96.6354,-34.126
4.2702,96.6496,-34.058
4.2702,96.6637,-33.99
4.2702,96.6778,-33.922
4.2702,96.6919,-33.849
4.2702,96.706,-33.776
4.2702,96.7202,-33.699
4.2702,96.7343,-33.621
4.2702,96.7484,-33.541
4.2702,96.7625,-33.462
4.2702,96.7766,-33.384
4.2702,96.7908,-33.306
4.2702,96.8049,-33.227
4.2702,96.819,-33.147
4.2702,96.8331,-33.066
4.2702,96.8472,-32.987
4.2702,96.8614,-32.909
4.2702,96.8755,-32.832
4.2702,96.8896,-32.758
4.2702,96.9037,-32.687
4.2702,96.9178,-32.618
4.2702,96.932,-32.551
4.2702,96.9461,-32.486
4.2702,96.9602,-32.421
4.2702,96.9743,-32.353
4.2702,96.9884,-32.283
4.2852,96,-37.721
4.2852,96.0141,-37.656
4.2852,96.0282,-37.593
4.2852,96.0424,-37.532
4.2852,96.0565,-37.476
4.2852,96.0706,-37.426
4.2852,96.0847,-37.375
4.2852,96.0988,-37.327
4.2852,96.113,-37.279
4.2852,96.1271,-37.229
4.2852,96.1412,-37.177
4.2852,96.1553,-37.123
4.2852,96.1694,-37.066
4.2852,96.1836,-37.009
4.2852,96.1977,-36.95
4.2852,96.2118,-36.889
4.2852,96.2259,-36.829
4.2852,96.2401,-36.767
4.2852,96.2542,-36.707
4.2852,96.2683,-36.648
4.2852,96.2824,-36.586
4.2852,96.2965,-36.522
4.2852,96.3107,-36.456
4.2852,96.3248,-36.386
4.2852,96.3389,-36.311
4.2852,96.353,-36.232
4.2852,96.3671,-36.15
4.2852,96.3813,-36.063
4.2852,96.3954,-35.973
4.2852,96.4095,-35.876
4.2852,96.4236,-35.774
4.2852,96.4377,-35.664
4.2852,96.4519,-35.551
4.2852,96.466,-35.436
4.2852,96.4801,-35.319
4.2852,96.4942,-35.201
4.2852,96.5083,-35.084
4.2852,96.5225,-34.97
4.2852,96.5366,-34.858
4.2852,96.5507,-34.753
4.2852,96.5648,-34.654
4.2852,96.5789,-34.562
4.2852,96.5931,-34.477
4.2852,96.6072,-34.4
4.2852,96.6213,-34.328
4.2852,96.6354,-34.257
4.2852,96.6496,-34.187
4.2852,96.6637,-34.115
4.2852,96.6778,-34.042
4.2852,96.6919,-33.965
4.2852,96.706,-33.887
4.2852,96.7202,-33.806
4.2852,96.7343,-33.724
4.2852,96.7484,-33.639
4.2852,96.7625,-33.555
4.2852,96.7766,-33.47
4.2852,96.7908,-33.386
4.2852,96.8049,-33.301
4.2852,96.819,-33.214
4.2852,96.8331,-33.128
4.2852,96.8472,-33.043
4.2852,96.8614,-32.961
4.2852,96.8755,-32.879
4.2852,96.8896,-32.801
4.2852,96.9037,-32.725
4.2852,96.9178,-32.652
4.2852,96.932,-32.58
4.2852,96.9461,-32.511
4.2852,96.9602,-32.44
4.2852,96.9743,-32.369
4.2852,96.9884,-32.293
4.3003,96,-37.834
4.3003,96.0141,-37.774
4.3003,96.0282,-37.715
4.3003,96.0424,-37.659
4.3003,96.0565,-37.606
4.3003,96.0706,-37.556
4.3003,96.0847,-37.508
4.3003,96.0988,-37.46
4.3003,96.113,-37.413
4.3003,96.1271,-37.363
4.3003,96.1412,-37.311
4.3003,96.1553,-37.256
4.3003,96.1694,-37.2
4.3003,96.1836,-37.144
4.3003,96.1977,-37.085
4.3003,96.2118,-37.024
4.3003,96.2259,-36.964
4.3003,96.2401,-36.902
4.3003,96.2542,-36.842
4.3003,96.2683,-36.783
4.3003,96.2824,-36.721
4.3003,96.2965,-36.657
4.3003,96.3107,-36.589
4.3003,96.3248,-36.518
4.3003,96.3389,-36.442
4.3003,96.353,-36.361
4.3003,96.3671,-36.276
4.3003,96.3813,-36.188
4.3003,96.3954,-36.094
4.3003,96.4095,-35.996
4.3003,96.4236,-35.891
4.3003,96.4377,-35.782
4.3003,96.4519,-35.668
4.3003,96.466,-35.551
4.3003,96.4801,-35.434
4.3003,96.4942,-35.316
4.3003,96.5083,-35.201
4.3003,96.5225,-35.088
4.3003,96.5366,-34.979
4.3003,96.5507,-34.875
4.3003,96.5648,-34.781
4.3003,96.5789,-34.69
4.3003,96.5931,-34.607
4.3003,96.6072,-34.529
4.3003,96.6213,-34.457
4.3003,96.6354,-34.383
4.3003,96.6496,-34.31
4.3003,96.6637,-34.234
4.3003,96.6778,-34.156
4.3003,96.6919,-34.074
4.3003,96.706,-33.992
4.3003,96.7202,-33.904
4.3003,96.7343,-33.816
4.3003,96.7484,-33.727
4.3003,96.7625,-33.638
4.3003,96.7766,-33.547
4.3003,96.7908,-33.456
4.3003,96.8049,-33.364
4.3003,96.819,-33.272
4.3003,96.8331,-33.18
4.3003,96.8472,-33.09
4.3003,96.8614,-33.004
4.3003,96.8755,-32.919
4.3003,96.8896,-32.837
4.3003,96.9037,-32.756
4.3003,96.9178,-32.68
4.3003,96.932,-32.604
4.3003,96.9461,-32.53
4.3003,96.9602,-32.455
4.3003,96.9743,-32.378
4.3003,96.9884,-32.298
4.3153,96,-37.95
4.3153,96.0141,-37.895
4.3153,96.0282,-37.839
4.3153,96.0424,-37.787
4.3153,96.0565,-37.736
4.3153,96.0706,-37.688
4.3153,96.0847,-37.641
4.3153,96.0988,-37.594
4.3153,96.113,-37.547
4.3153,96.1271,-37.498
4.3153,96.1412,-37.446
4.3153,96.1553,-37.393
4.3153,96.1694,-37.337
4.3153,96.1836,-37.281
4.3153,96.1977,-37.223
4.3153,96.2118,-37.161
4.3153,96.2259,-37.101
4.3153,96.2401,-37.041
4.3153,96.2542,-36.978
4.3153,96.2683,-36.918
4.3153,96.2824,-36.855
4.3153,96.2965,-36.79
4.3153,96.3107,-36.721
4.3153,96.3248,-36.647
4.3153,96.3389,-36.57
4.3153,96.353,-36.487
4.3153,96.3671,-36.4
4.3153,96.3813,-36.31
4.3153,96.3954,-36.213
4.3153,96.4095,-36.112
4.3153,96.4236,-36.005
4.3153,96.4377,-35.893
4.3153,96.4519,-35.778
4.3153,96.466,-35.662
4.3153,96.4801,-35.544
4.3153,96.4942,-35.426
4.3153,96.5083,-35.311
4.3153,96.5225,-35.2
4.3153,96.5366,-35.094
4.3153,96.5507,-34.993
4.3153,96.5648,-34.899
4.3153,96.5789,-34.812
4.3153,96.5931,-34.73
4.3153,96.6072,-34.652
4.3153,96.6213,-34.578
4.3153,96.6354,-34.504
4.3153,96.6496,-34.425
4.3153,96.6637,-34.344
4.3153,96.6778,-34.262
4.3153,96.6919,-34.175
4.3153,96.706,-34.085
4.3153,96.7202,-33.994
4.3153,96.7343,-33.902
4.3153,96.7484,-33.807
4.3153,96.7625,-33.712
4.3153,96.7766,-33.615
4.3153,96.7908,-33.518
4.3153,96.8049,-33.42
4.3153,96.819,-33.323
4.3153,96.8331,-33.225
4.3153,96.8472,-33.132
4.3153,96.8614,-33.04
4.3153,96.8755,-32.951
4.3153,96.8896,-32.866
4.3153,96.9037,-32.782
4.3153,96.9178,-32.703
4.3153,96.932,-32.622
4.3153,96.9461,-32.543
4.3153,96.9602,-32.462
4.3153,96.9743,-32.381
4.3153,96.9884,-32.295
4.3303,96,-38.068
4.3303,96.0141,-38.017
4.3303,96.0282,-37.965
4.3303,96.0424,-37.916
4.3303,96.0565,-37.868
4.3303,96.0706,-37.822
4.3303,96.0847,-37.775
4.3303,96.0988,-37.729
4.3303,96.113,-37.682
4.3303,96.1271,-37.634
4.3303,96.1412,-37.583
4.3303,96.1553,-37.531
4.3303,96.1694,-37.476
4.3303,96.1836,-37.421
4.3303,96.1977,-37.363
4.3303,96.2118,-37.303
4.3303,96.2259,-37.242
4.3303,96.2401,-37.181
4.3303,96.2542,-37.118
4.3303,96.2683,-37.055
4.3303,96.2824,-36.991
4.3303,96.2965,-36.921
4.3303,96.3107,-36.85
4.3303,96.3248,-36.774
4.3303,96.3389,-36.693
4.3303,96.353,-36.608
4.3303,96.3671,-36.517
4.3303,96.3813,-36.422
4.3303,96.3954,-36.322
4.3303,96.4095,-36.219
4.3303,96.4236,-36.109
4.3303,96.4377,-35.996
4.3303,96.4519,-35.879
4.3303,96.466,-35.762
4.3303,96.4801,-35.644
4.3303,96.4942,-35.527
4.3303,96.5083,-35.415
4.3303,96.5225,-35.306
4.3303,96.5366,-35.202
4.3303,96.5507,-35.105
4.3303,96.5648,-35.014
4.3303,96.5789,-34.929
4.3303,96.5931,-34.848
4.3303,96.6072,-34.77
4.3303,96.6213,-34.693
4.3303,96.6354,-34.614
4.3303,96.6496,-34.533
4.3303,96.6637,-34.448
4.3303,96.6778,-34.36
4.3303,96.6919,-34.268
4.3303,96.706,-34.175
4.3303,96.7202,-34.078
4.3303,96.7343,-33.979
4.3303,96.7484,-33.88
4.3303,96.7625,-33.777
4.3303,96.7766,-33.675
4.3303,96.7908,-33.571
4.3303,96.8049,-33.468
4.3303,96.819,-33.364
4.3303,96.8331,-33.263
4.3303,96.8472,-33.164
4.3303,96.8614,-33.069
4.3303,96.8755,-32.978
4.3303,96.8896,-32.888
4.3303,96.9037,-32.802
4.3303,96.9178,-32.718
4.3303,96.932,-32.634
4.3303,96.9461,-32.552
4.3303,96.9602,-32.467
4.3303,96.9743,-32.38
4.3303,96.9884,-32.29
4.3453,96,-38.187
4.3453,96.0141,-38.14
4.3453,96.0282,-38.092
4.3453,96.0424,-38.045
4.3453,96.0565,-37.999
4.3453,96.0706,-37.953
4.3453,96.0847,-37.908
4.3453,96.0988,-37.863
4.3453,96.113,-37.817
4.3453,96.1271,-37.768
4.3453,96.1412,-37.72
4.3453,96.1553,-37.667
4.3453,96.1694,-37.614
4.3453,96.1836,-37.561
4.3453,96.1977,-37.505
4.3453,96.2118,-37.445
4.3453,96.2259,-37.383
4.3453,96.2401,-37.321
4.3453,96.2542,-37.258
4.3453,96.2683,-37.193
4.3453,96.2824,-37.123
4.3453,96.2965,-37.05
4.3453,96.3107,-36.974
4.3453,96.3248,-36.894
4.3453,96.3389,-36.809
4.3453,96.353,-36.72
4.3453,96.3671,-36.625
4.3453,96.3813,-36.527
4.3453,96.3954,-36.424
4.3453,96.4095,-36.317
4.3453,96.4236,-36.205
4.3453,96.4377,-36.09
4.3453,96.4519,-35.971
4.3453,96.466,-35.855
4.3453,96.4801,-35.737
4.3453,96.4942,-35.622
4.3453,96.5083,-35.511
4.3453,96.5225,-35.406
4.3453,96.5366,-35.307
4.3453,96.5507,-35.213
4.3453,96.5648,-35.124
4.3453,96.5789,-35.041
4.3453,96.5931,-34.961
4.3453,96.6072,-34.882
4.3453,96.6213,-34.803
4.3453,96.6354,-34.721
4.3453,96.6496,-34.636
4.3453,96.6637,-34.546
4.3453,96.6778,-34.451
4.3453,96.6919,-34.354
4.3453,96.706,-34.254
4.3453,96.7202,-34.153
4.3453,96.7343,-34.048
4.3453,96.7484,-33.943
4.3453,96.7625,-33.836
4.3453,96.7766,-33.727
4.3453,96.7908,-33.618
4.3453,96.8049,-33.509
4.3453,96.819,-33.399
4.3453,96.8331,-33.293
4.3453,96.8472,-33.19
4.3453,96.8614,-33.091
4.3453,96.8755,-32.998
4.3453,96.8896,-32.907
4.3453,96.9037,-32.818
4.3453,96.9178,-32.731
4.3453,96.932,-32.643
4.3453,96.9461,-32.555
4.3453,96.9602,-32.467
4.3453,96.9743,-32.376
4.3453,96.9884,-32.281
4.3603,96,-38.31
4.3603,96.0141,-38.266
4.3603,96.0282,-38.22
4.3603,96.0424,-38.175
4.3603,96.0565,-38.13
4.3603,96.0706,-38.085
4.3603,96.0847,-38.042
4.3603,96.0988,-37.997
4.3603,96.113,-37.951
4.3603,96.1271,-37.904
4.3603,96.1412,-37.857
4.3603,96.1553,-37.808
4.3603,96.1694,-37.754
4.3603,96.1836,-37.702
4.3603,96.1977,-37.646
4.3603,96.2118,-37.587
4.3603,96.2259,-37.524
4.3603,96.2401,-37.461
4.3603,96.2542,-37.395
4.3603,96.2683,-37.325
4.3603,96.2824,-37.252
4.3603,96.2965,-37.175
4.3603,96.3107,-37.095
4.3603,96.3248,-37.01
4.3603,96.3389,-36.921
4.3603,96.353,-36.826
4.3603,96.3671,-36.726
4.3603,96.3813,-36.625
4.3603,96.3954,-36.518
4.3603,96.4095,-36.407
4.3603,96.4236,-36.294
4.3603,96.4377,-36.176
4.3603,96.4519,-36.057
4.3603,96.466,-35.94
4.3603,96.4801,-35.824
4.3603,96.4942,-35.712
4.3603,96.5083,-35.603
4.3603,96.5225,-35.502
4.3603,96.5366,-35.408
4.3603,96.5507,-35.316
4.3603,96.5648,-35.232
4.3603,96.5789,-35.148
4.3603,96.5931,-35.069
4.3603,96.6072,-34.989
4.3603,96.6213,-34.907
4.3603,96.6354,-34.821
4.3603,96.6496,-34.73
4.3603,96.6637,-34.635
4.3603,96.6778,-34.536
4.3603,96.6919,-34.432
4.3603,96.706,-34.326
4.3603,96.7202,-34.219
4.3603,96.7343,-34.11
4.3603,96.7484,-33.999
4.3603,96.7625,-33.888
4.3603,96.7766,-33.772
4.3603,96.7908,-33.657
4.3603,96.8049,-33.544
4.3603,96.819,-33.429
4.3603,96.8331,-33.319
4.3603,96.8472,-33.212
4.3603,96.8614,-33.11
4.3603,96.8755,-33.013
4.3603,96.8896,-32.919
4.3603,96.9037,-32.827
4.3603,96.9178,-32.736
4.3603,96.932,-32.646
4.3603,96.9461,-32.553
4.3603,96.9602,-32.46
4.3603,96.9743,-32.365
4.3603,96.9884,-32.266
4.3753,96,-38.435
4.3753,96.0141,-38.393
4.3753,96.0282,-38.35
4.3753,96.0424,-38.306
4.3753,96.0565,-38.261
4.3753,96.0706,-38.218
4.3753,96.0847,-38.174
4.3753,96.0988,-38.131
4.3753,96.113,-38.088
4.3753,96.1271,-38.043
4.3753,96.1412,-37.997
4.3753,96.1553,-37.949
4.3753,96.1694,-37.898
4.3753,96.1836,-37.846
4.3753,96.1977,-37.789
4.3753,96.2118,-37.729
4.3753,96.2259,-37.666
4.3753,96.2401,-37.6
4.3753,96.2542,-37.53
4.3753,96.2683,-37.457
4.3753,96.2824,-37.38
4.3753,96.2965,-37.297
4.3753,96.3107,-37.211
4.3753,96.3248,-37.121
4.3753,96.3389,-37.025
4.3753,96.353,-36.924
4.3753,96.3671,-36.82
4.3753,96.3813,-36.711
4.3753,96.3954,-36.601
4.3753,96.4095,-36.486
4.3753,96.4236,-36.369
4.3753,96.4377,-36.251
4.3753,96.4519,-36.133
4.3753,96.466,-36.016
4.3753,96.4801,-35.903
4.3753,96.4942,-35.795
4.3753,96.5083,-35.693
4.3753,96.5225,-35.597
4.3753,96.5366,-35.505
4.3753,96.5507,-35.418
4.3753,96.5648,-35.334
4.3753,96.5789,-35.253
4.3753,96.5931,-35.172
4.3753,96.6072,-35.089
4.3753,96.6213,-35.004
4.3753,96.6354,-34.914
4.3753,96.6496,-34.819
4.3753,96.6637,-34.719
4.3753,96.6778,-34.613
4.3753,96.6919,-34.505
4.3753,96.706,-34.392
4.3753,96.7202,-34.28
4.3753,96.7343,-34.164
4.3753,96.7484,-34.049
4.3753,96.7625,-33.932
4.3753,96.7766,-33.811
4.3753,96.7908,-33.691
4.3753,96.8049,-33.573
4.3753,96.819,-33.455
4.3753,96.8331,-33.339
4.3753,96.8472,-33.229
4.3753,96.8614,-33.123
4.3753,96.8755,-33.023
4.3753,96.8896,-32.927
4.3753,96.9037,-32.831
4.3753,96.9178,-32.737
4.3753,96.932,-32.643
4.3753,96.9461,-32.548
4.3753,96.9602,-32.45
4.3753,96.9743,-32.352
4.3753,96.9884,-32.249
4.3903,96,-38.565
4.3903,96.0141,-38.525
4.3903,96.0282,-38.482
4.3903,96.0424,-38.438
4.3903,96.0565,-38.394
4.3903,96.0706,-38.351
4.3903,96.0847,-38.308
4.3903,96.0988,-38.266
4.3903,96.113,-38.225
4.3903,96.1271,-38.182
4.3903,96.1412,-38.138
4.3903,96.1553,-38.092
4.3903,96.1694,-38.042
4.3903,96.1836,-37.99
4.3903,96.1977,-37.932
4.3903,96.2118,-37.87
4.3903,96.2259,-37.805
4.3903,96.2401,-37.736
4.3903,96.2542,-37.662
4.3903,96.2683,-37.584
4.3903,96.2824,-37.501
4.3903,96.2965,-37.414
4.3903,96.3107,-37.32
4.3903,96.3248,-37.223
4.3903,96.3389,-37.12
4.3903,96.353,-37.013
4.3903,96.3671,-36.904
4.3903,96.3813,-36.79
4.3903,96.3954,-36.674
4.3903,96.4095,-36.557
4.3903,96.4236,-36.438
4.3903,96.4377,-36.319
4.3903,96.4519,-36.203
4.3903,96.466,-36.087
4.3903,96.4801,-35.979
4.3903,96.4942,-35.874
4.3903,96.5083,-35.777
4.3903,96.5225,-35.685
4.3903,96.5366,-35.598
4.3903,96.5507,-35.514
4.3903,96.5648,-35.434
4.3903,96.5789,-35.352
4.3903,96.5931,-35.271
4.3903,96.6072,-35.186
4.3903,96.6213,-35.097
4.3903,96.6354,-35.003
4.3903,96.6496,-34.901
4.3903,96.6637,-34.795
4.3903,96.6778,-34.684
4.3903,96.6919,-34.568
4.3903,96.706,-34.451
4.3903,96.7202,-34.331
4.3903,96.7343,-34.212
4.3903,96.7484,-34.09
4.3903,96.7625,-33.967
4.3903,96.7766,-33.843
4.3903,96.7908,-33.719
4.3903,96.8049,-33.595
