index,pop_F,pop_M,pop_MF,hholds,fullname
2293,22378,21102,43480,17322,อภ.เมืองพะเยา
2294,15916,15511,31427,12247,อภ.เมืองพังงา
2295,46067,42410,88477,33671,อภ.เมืองพัทลุง
2296,37658,35300,72958,26105,อภ.เมืองพิจิตร
2297,92778,86870,179648,84862,อภ.เมืองพิษณุโลก
2298,23210,20537,43747,30443,อภ.เมืองภูเก็ต
2299,51951,49872,101823,35596,อภ.เมืองมหาสารคาม
2300,39598,40076,79674,26572,อภ.เมืองมุกดาหาร
2301,38675,37643,76318,18681,อภ.เมืองยะลา
2302,9755,9951,19706,5457,อภ.เมืองยาง
2303,53685,54417,108102,38332,อภ.เมืองยโสธร
2304,34654,35580,70234,37744,อภ.เมืองระนอง
2305,51510,49968,101478,64483,อภ.เมืองระยอง
2306,63207,60034,123241,47697,อภ.เมืองราชบุรี
2307,55953,54417,110370,40996,อภ.เมืองร้อยเอ็ด
2308,51436,52238,103674,41105,อภ.เมืองลพบุรี
2309,45973,44554,90527,38173,อภ.เมืองลำปาง
2310,30961,27929,58890,27356,อภ.เมืองลำพูน
2311,44397,42760,87157,26287,อภ.เมืองศรีสะเกษ
2312,57161,55898,113059,41103,อภ.เมืองสกลนคร
2313,7933,7327,15260,5479,อภ.เมืองสงขลา
2314,33330,32447,65777,18364,อภ.เมืองสตูล
2315,66480,59997,126477,58292,อภ.เมืองสมุทรปราการ
2316,40920,37673,78593,31968,อภ.เมืองสมุทรสงคราม
2317,106186,97385,203571,113256,อภ.เมืองสมุทรสาคร
2318,6835,6818,13653,3755,อภ.เมืองสรวง
2319,21946,25302,47248,19624,อภ.เมืองสระบุรี
2320,43005,43535,86540,29275,อภ.เมืองสระแก้ว
2321,19462,17049,36511,13204,อภ.เมืองสิงห์บุรี
2322,56324,51215,107539,38078,อภ.เมืองสุพรรณบุรี
2323,9172,8707,17879,7371,อภ.เมืองสุราษฎร์ธานี
2324,109736,107881,217617,75576,อภ.เมืองสุรินทร์
2325,31649,29430,61079,22659,อภ.เมืองสุโขทัย
2326,37789,37186,74975,24063,อภ.เมืองหนองคาย
2327,50904,51202,102106,30604,อภ.เมืองหนองบัวลำภู
2328,48458,48644,97102,30848,อภ.เมืองอำนาจเจริญ
2329,93893,90115,184008,69678,อภ.เมืองอุดรธานี
2330,23551,22465,46016,17719,อภ.เมืองอุตรดิตถ์
2331,18472,17027,35499,13501,อภ.เมืองอุทัยธานี
2332,48438,47165,95603,35139,อภ.เมืองอุบลราชธานี
2333,22997,20742,43739,16782,อภ.เมืองอ่างทอง
2334,57126,51868,108994,51067,อภ.เมืองเชียงราย
2335,7426,6615,14041,11264,อภ.เมืองเชียงใหม่
2336,47885,42312,90197,34794,อภ.เมืองเพชรบุรี
2337,79880,80699,160579,62078,อภ.เมืองเพชรบูรณ์
2338,29078,29995,59073,23494,อภ.เมืองเลย
2339,32949,29572,62521,27253,อภ.เมืองแพร่
2340,27839,28328,56167,22862,อภ.เมืองแม่ฮ่องสอน
2341,20671,20826,41497,12812,อภ.เรณูนคร
2342,26800,26598,53398,18105,อภ.เลาขวัญ
2343,44771,44491,89262,28249,อภ.เลิงนกทา
2344,19929,18911,38840,15263,อภ.เวียงชัย
2345,30851,30385,61236,24366,อภ.เวียงป่าเป้า
2346,8677,8424,17101,6796,อภ.เวียงสระ
2347,33310,33673,66983,24382,อภ.เวียงสา
2348,10095,9909,20004,5597,อภ.เวียงเก่า
2349,12059,11862,23921,8945,อภ.เวียงเชียงรุ้ง
2350,17937,18416,36353,13030,อภ.เวียงแก่น
2351,26731,27193,53924,9414,อภ.เวียงแหง
2352,15994,15200,31194,9832,อภ.เสนา
2353,17658,17402,35060,10446,อภ.เสนางคนิคม
2354,11069,11146,22215,7622,อภ.เสริมงาม
2355,45431,44958,90389,24931,อภ.เสลภูมิ
2356,11591,10588,22179,8227,อภ.เสาไห้
2357,28676,28282,56958,17130,อภ.เสิงสาง
2358,30250,29687,59937,20157,อภ.เหนือคลอง
2359,13909,14055,27964,7797,อภ.เหล่าเสือโก้ก
2360,17048,17051,34099,11420,อภ.เอราวัณ
2361,12124,12271,24395,6526,อภ.แกดำ
2362,34943,32540,67483,30962,อภ.แกลง
2363,16041,17204,33245,15166,อภ.แก่งกระจาน
2364,35415,34590,70005,30672,อภ.แก่งคอย
2365,21052,21275,42327,20687,อภ.แก่งหางแมว
2366,36448,36357,72805,24951,อภ.แก้งคร้อ
2367,18505,18330,36835,10673,อภ.แก้งสนามนาง
2368,13529,13356,26885,7327,อภ.แคนดง
2369,17802,17349,35151,13142,อภ.แจ้ห่ม
2370,10396,10686,21082,10862,อภ.แปลงยาว
2371,7970,8287,16257,4892,อภ.แม่จริม
2372,36351,34002,70353,28143,อภ.แม่จัน
2373,14235,14041,28276,10681,อภ.แม่ทะ
2374,12679,12388,25067,10678,อภ.แม่ทา
2375,4792,4618,9410,3189,อภ.แม่พริก
2376,38779,38576,77355,24822,อภ.แม่ฟ้าหลวง
2377,24213,25530,49743,16697,อภ.แม่ระมาด
2378,43154,41656,84810,37559,อภ.แม่ริม
2379,8861,8542,17403,4473,อภ.แม่ลาน
2380,16046,16288,32334,10719,อภ.แม่ลาน้อย
2381,12663,12044,24707,10856,อภ.แม่ลาว
2382,25222,24982,50204,18663,อภ.แม่วงก์
2383,13738,13602,27340,9783,อภ.แม่วาง
2384,38783,39324,78107,29052,อภ.แม่สรวย
2385,47783,48761,96544,36020,อภ.แม่สอด
2386,25958,26423,52381,21357,อภ.แม่สะเรียง
2387,36839,32931,69770,28865,อภ.แม่สาย
2388,10635,10455,21090,9411,อภ.แม่ออน
2389,33732,33747,67479,27851,อภ.แม่อาย
2390,10395,10512,20907,6903,อภ.แม่เปิน
2391,12016,12171,24187,8965,อภ.แม่เมาะ
2392,28219,29072,57291,17996,อภ.แม่แจ่ม
2393,30135,29875,60010,24369,อภ.แม่แตง
2394,10478,9849,20327,9431,อภ.แม่ใจ
2395,19463,19341,38804,11268,อภ.แวงน้อย
2396,12212,12002,24214,6363,อภ.แวงใหญ่
2397,22116,21514,43630,10323,อภ.แว้ง
2398,15839,15077,30916,9961,อภ.แสวงหา
2399,7081,6918,13999,5784,อภ.แหลมงอบ
2400,7304,6929,14233,5300,อภ.แหลมสิงห์
2401,13739,13070,26809,9614,อภ.โกรกพระ
2402,14101,14126,28227,10629,อภ.โกสัมพีนคร
2403,55642,54222,109864,31504,อภ.โกสุมพิสัย
2404,17532,17976,35508,10010,อภ.โขงเจียม
2405,10964,10846,21810,7534,อภ.โคกศรีสุพรรณ
2406,38536,37896,76432,28633,อภ.โคกสำโรง
2407,13727,13509,27236,8277,อภ.โคกสูง
2408,12198,12186,24384,8472,อภ.โคกเจริญ
2409,31812,30383,62195,17737,อภ.โคกโพธิ์
2410,10558,10584,21142,6523,อภ.โคกโพธิ์ไชย
2411,25552,24083,49635,18937,อภ.โชคชัย
2412,32296,32715,65011,19008,อภ.โซ่พิสัย
2413,19595,19838,39433,10878,อภ.โนนคูณ
2414,9259,9458,18717,5713,อภ.โนนดินแดง
2415,17580,17408,34988,8548,อภ.โนนนารายณ์
2416,10534,10486,21020,6383,อภ.โนนศิลา
2417,22715,22648,45363,11984,อภ.โนนสะอาด
2418,27184,26889,54073,13567,อภ.โนนสัง
2419,10936,10931,21867,6329,อภ.โนนสุวรรณ
2420,43431,41749,85180,24870,อภ.โนนสูง
2421,10676,10243,20919,5555,อภ.โนนแดง
2422,27909,26888,54797,16641,อภ.โนนไทย
2423,10296,10880,21176,8487,อภ.โป่งน้ำร้อน
2424,27934,26726,54660,18686,อภ.โพทะเล
2425,37001,34849,71850,25130,อภ.โพธาราม
2426,13557,13438,26995,7375,อภ.โพธิ์ชัย
2427,7625,7659,15284,5136,อภ.โพธิ์ตาก
2428,22935,20865,43800,15385,อภ.โพธิ์ทอง
2429,17188,16724,33912,11452,อภ.โพธิ์ประทับช้าง
2430,11829,11897,23726,5621,อภ.โพธิ์ศรีสุวรรณ
2431,21820,22552,44372,11799,อภ.โพธิ์ไทร
2432,11192,11218,22410,5099,อภ.โพนทราย
2433,48707,48096,96803,28159,อภ.โพนทอง
2434,18402,18453,36855,13491,อภ.โพนนาแก้ว
2435,47992,47640,95632,31376,อภ.โพนพิสัย
2436,26302,26248,52550,16797,อภ.โพนสวรรค์
2437,17280,17255,34535,11531,อภ.ไชยปราการ
2438,11750,12015,23765,5985,อภ.ไชยวาน
2439,19718,18905,38623,16594,อภ.ไชยา
2440,3697,3424,7121,2387,อภ.ไชโย
2441,15252,15181,30433,10206,อภ.ไทยเจริญ
2442,22806,22585,45391,14860,อภ.ไทรงาม
2443,35734,32561,68295,32063,อภ.ไทรน้อย
2444,28535,30561,59096,20932,อภ.ไทรโยค
2445,18477,18179,36656,9050,อภ.ไพรบึง
2446,30263,29681,59944,20948,อภ.ไพศาลี
2447,6552,6388,12940,3381,อภ.ไม้แก่น
2448,706963,644516,1351479,711804,สมุทรปราการ
2449,682437,594308,1276745,718799,นนทบุรี
2450,425537,393551,819088,336357,พระนครศรีอยุธยา
2451,144191,132393,276584,101291,อ่างทอง
2452,371771,371157,742928,299338,ลพบุรี
2453,108001,97897,205898,78410,สิงห์บุรี
2454,167464,155013,322477,126673,ชัยนาท
2455,327323,316505,643828,283069,สระบุรี
2456,377324,364200,741524,506761,ระยอง
2457,273532,262027,535559,243727,จันทบุรี
2458,115405,113131,228536,108270,ตราด
2459,367276,353442,720718,313586,ฉะเชิงเทรา
2460,249652,244018,493670,220064,ปราจีนบุรี
2461,131454,128627,260081,101547,นครนายก
2462,280908,280017,560925,217621,สระแก้ว
2463,1338585,1294622,2633207,1004213,นครราชสีมา
2464,795962,785222,1581184,476118,บุรีรัมย์
2465,692421,685800,1378221,403890,สุรินทร์
2466,732274,726306,1458580,399090,ศรีสะเกษ
2467,934297,932400,1866697,616810,อุบลราชธานี
2468,267484,267016,534500,175666,ยโสธร
2469,568879,556045,1124924,400583,ชัยภูมิ
2470,188886,187309,376195,120188,อำนาจเจริญ
2471,210369,211673,422042,137871,บึงกาฬ
2472,255239,254231,509470,152361,หนองบัวลำภู
2473,790876,777107,1567983,528347,อุดรธานี
2474,318571,320165,638736,226892,เลย
2475,260612,256823,517435,178748,หนองคาย
2476,486163,467497,953660,304433,มหาสารคาม
2477,654422,644218,1298640,394597,ร้อยเอ็ด
2478,493728,483447,977175,311145,กาฬสินธุ์
2479,576651,570285,1146936,387699,สกลนคร
2480,359607,357594,717201,231315,นครพนม
2481,175544,175367,350911,117741,มุกดาหาร
2482,208630,193381,402011,182323,ลำพูน
2483,373706,355258,728964,295396,ลำปาง
2484,229757,218988,448745,172565,อุตรดิตถ์
2485,226377,210973,437350,179040,แพร่
2486,237989,238738,476727,170708,น่าน
2487,239670,227686,467356,195004,พะเยา
2488,665066,629960,1295026,558825,เชียงราย
2489,140238,144311,284549,115163,แม่ฮ่องสอน
2490,532929,507379,1040308,420803,นครสวรรค์
2491,166546,159322,325868,125666,อุทัยธานี
2492,361407,352711,714118,278306,กำแพงเพชร
2493,331314,338951,670265,224890,ตาก
2494,302934,284949,587883,220160,สุโขทัย
2495,433247,416234,849481,352300,พิษณุโลก
2496,272659,259651,532310,198230,พิจิตร
2497,497054,484886,981940,364119,เพชรบูรณ์
2498,446482,422831,869313,325837,ราชบุรี
2499,443993,447983,891976,348371,กาญจนบุรี
2500,433970,404658,838628,306999,สุพรรณบุรี
2501,478845,441884,920729,411586,นครปฐม
2502,303476,282723,586199,296825,สมุทรสาคร
2503,100227,91825,192052,72732,สมุทรสงคราม
2504,249278,232915,482193,220362,เพชรบุรี
2505,240528,237242,477770,193701,กระบี่
2506,134486,133743,268229,118609,พังงา
2507,218676,195795,414471,272917,ภูเก็ต
2508,542010,525716,1067726,512366,สุราษฎร์ธานี
2509,96218,98154,194372,92739,ระนอง
2510,257838,251370,509208,240248,ชุมพร
2511,732260,696349,1428609,553597,สงขลา
2512,162795,161303,324098,105903,สตูล
2513,327206,313368,640574,234863,ตรัง
2514,268169,254908,523077,197086,พัทลุง
2515,367404,358611,726015,195224,ปัตตานี
2516,270683,267919,538602,170091,ยะลา
2517,406729,397700,804429,219403,นราธิวาส
2518,2962284,2625938,5588222,3103483,กรุงเทพมหานคร
2519,912069,882462,1794531,640781,ขอนแก่น
2520,802902,763983,1566885,1070209,ชลบุรี
2521,785351,765370,1550721,581948,นครศรีธรรมราช
2522,618660,557752,1176412,642474,ปทุมธานี
2523,277829,272849,550678,271890,ประจวบคีรีขันธ์
2524,921496,862874,1784370,835977,เชียงใหม่
2525,10529379,9703879,20233258,9550971,CT
2526,2466999,2380818,4847817,2680238,E_
2527,10320218,10149789,20470007,6804598,NE
2528,3242929,3082169,6325098,2705001,N_
2529,5502774,5343348,10846122,4092585,S_
2530,1748896,1715529,3464425,1391350,W_
2531,33811195,32375532,66186727,27224743,TH
