index,labels,ids,parents,pop_MF,pop_F,pop_M,hholds
2189,อภ.อมก๋อย,TH/N_/เชียงใหม่/อภ.อมก๋อย,TH/N_/เชียงใหม่,60831,30145,30686,22382
2190,อภ.อรัญประเทศ,TH/E_/27/อภ.อรัญประเทศ,TH/E_/27,74071,37651,36420,35808
2191,อภ.อัมพวา,TH/CT/75/อภ.อัมพวา,TH/CT/75,48085,24983,23102,15516
2192,อภ.อากาศอำนวย,TH/NE/47/อภ.อากาศอำนวย,TH/NE/47,54028,26893,27135,18555
2193,อภ.อาจสามารถ,TH/NE/45/อภ.อาจสามารถ,TH/NE/45,69666,34812,34854,18768
2194,อภ.อินทร์บุรี,TH/CT/17/อภ.อินทร์บุรี,TH/CT/17,49036,25472,23564,17555
2195,อภ.อุทัย,TH/CT/14/อภ.อุทัย,TH/CT/14,46467,24224,22243,21498
2196,อภ.อุทุมพรพิสัย,TH/NE/33/อภ.อุทุมพรพิสัย,TH/NE/33,102474,51551,50923,26147
2197,อภ.อุบลรัตน์,TH/NE/ขอนแก่น/อภ.อุบลรัตน์,TH/NE/ขอนแก่น,31491,15932,15559,8186
2198,อภ.อุ้มผาง,TH/W_/63/อภ.อุ้มผาง,TH/W_/63,43405,20847,22558,11095
2199,อภ.อู่ทอง,TH/CT/72/อภ.อู่ทอง,TH/CT/72,65194,33558,31636,21146
2200,อภ.อ่าวลึก,TH/S_/81/อภ.อ่าวลึก,TH/S_/81,46701,23453,23248,16328
2201,อภ.ฮอด,TH/N_/เชียงใหม่/อภ.ฮอด,TH/N_/เชียงใหม่,25563,12932,12631,9622
2202,อภ.เกษตรวิสัย,TH/NE/45/อภ.เกษตรวิสัย,TH/NE/45,73553,36798,36755,20769
2203,อภ.เกษตรสมบูรณ์,TH/NE/36/อภ.เกษตรสมบูรณ์,TH/NE/36,85455,42899,42556,24976
2204,อภ.เกาะกูด,TH/E_/23/อภ.เกาะกูด,TH/E_/23,2609,1255,1354,2020
2205,อภ.เกาะคา,TH/N_/52/อภ.เกาะคา,TH/N_/52,36230,18716,17514,13158
2206,อภ.เกาะจันทร์,TH/E_/ชลบุรี/อภ.เกาะจันทร์,TH/E_/ชลบุรี,26409,12870,13539,8383
2207,อภ.เกาะช้าง,TH/E_/23/อภ.เกาะช้าง,TH/E_/23,8596,4295,4301,5978
2208,อภ.เกาะพะงัน,TH/S_/84/อภ.เกาะพะงัน,TH/S_/84,10784,5300,5484,12194
2209,อภ.เกาะยาว,TH/S_/82/อภ.เกาะยาว,TH/S_/82,13666,6772,6894,5272
2210,อภ.เกาะลันตา,TH/S_/81/อภ.เกาะลันตา,TH/S_/81,34606,17105,17501,14403
2211,อภ.เก้าเลี้ยว,TH/CT/60/อภ.เก้าเลี้ยว,TH/CT/60,28581,14621,13960,10488
2212,อภ.เขมราฐ,TH/NE/34/อภ.เขมราฐ,TH/NE/34,31606,15783,15823,8945
2213,อภ.เขวาสินรินทร์,TH/S_/32/อภ.เขวาสินรินทร์,TH/S_/32,34413,17401,17012,9954
2214,อภ.เขาคิชฌกูฏ,TH/E_/22/อภ.เขาคิชฌกูฏ,TH/E_/22,12736,6469,6267,5467
2215,อภ.เขาค้อ,TH/CT/67/อภ.เขาค้อ,TH/CT/67,35065,17512,17553,11797
2216,อภ.เขาฉกรรจ์,TH/E_/27/อภ.เขาฉกรรจ์,TH/E_/27,50856,25369,25487,16118
2217,อภ.เขาชะเมา,TH/E_/21/อภ.เขาชะเมา,TH/E_/21,23669,11893,11776,11002
2218,อภ.เขาชัยสน,TH/S_/93/อภ.เขาชัยสน,TH/S_/93,30996,15807,15189,11443
2219,อภ.เขาพนม,TH/S_/81/อภ.เขาพนม,TH/S_/81,50112,24959,25153,17956
2220,อภ.เขาย้อย,TH/W_/76/อภ.เขาย้อย,TH/W_/76,23521,12048,11473,10176
2221,อภ.เขาวง,TH/NE/46/อภ.เขาวง,TH/NE/46,20990,10550,10440,8460
2222,อภ.เขาสมิง,TH/E_/23/อภ.เขาสมิง,TH/E_/23,39935,20050,19885,17646
2223,อภ.เขาสวนกวาง,TH/NE/ขอนแก่น/อภ.เขาสวนกวาง,TH/NE/ขอนแก่น,21453,10744,10709,6333
2224,อภ.เขื่องใน,TH/NE/34/อภ.เขื่องใน,TH/NE/34,102868,51887,50981,27748
2225,อภ.เคียนซา,TH/S_/84/อภ.เคียนซา,TH/S_/84,27713,13827,13886,11194
2226,อภ.เจริญศิลป์,TH/NE/47/อภ.เจริญศิลป์,TH/NE/47,38292,18987,19305,10474
2227,อภ.เจาะไอร้อง,TH/S_/96/อภ.เจาะไอร้อง,TH/S_/96,40953,20503,20450,9694
2228,อภ.เฉลิมพระเกียรติ,TH/CT/19/อภ.เฉลิมพระเกียรติ,TH/CT/19,29585,15187,14398,12441
2229,อภ.เฉลิมพระเกียรติ,TH/NE/30/อภ.เฉลิมพระเกียรติ,TH/NE/30,30992,15836,15156,9361
2230,อภ.เฉลิมพระเกียรติ,TH/NE/31/อภ.เฉลิมพระเกียรติ,TH/NE/31,12069,6050,6019,3489
2231,อภ.เฉลิมพระเกียรติ,TH/N_/55/อภ.เฉลิมพระเกียรติ,TH/N_/55,9823,4791,5032,3366
2232,อภ.เฉลิมพระเกียรติ,TH/S_/นครศรีธรรมราช/อภ.เฉลิมพระเกียรติ,TH/S_/นครศรีธรรมราช,22320,11219,11101,7920
2233,อภ.เชียงกลาง,TH/N_/55/อภ.เชียงกลาง,TH/N_/55,17590,8837,8753,5762
2234,อภ.เชียงขวัญ,TH/NE/45/อภ.เชียงขวัญ,TH/NE/45,27352,13925,13427,8117
2235,อภ.เชียงของ,TH/N_/57/อภ.เชียงของ,TH/N_/57,25304,12891,12413,10431
2236,อภ.เชียงคาน,TH/NE/42/อภ.เชียงคาน,TH/NE/42,38224,19196,19028,13862
2237,อภ.เชียงคำ,TH/N_/56/อภ.เชียงคำ,TH/N_/56,55632,27869,27763,21292
2238,อภ.เชียงดาว,TH/N_/เชียงใหม่/อภ.เชียงดาว,TH/N_/เชียงใหม่,26589,13579,13010,11389
2239,อภ.เชียงม่วน,TH/N_/56/อภ.เชียงม่วน,TH/N_/56,9793,4945,4848,3912
2240,อภ.เชียงยืน,TH/NE/44/อภ.เชียงยืน,TH/NE/44,56082,28411,27671,17915
2241,อภ.เชียงแสน,TH/N_/57/อภ.เชียงแสน,TH/N_/57,48718,24964,23754,21354
2242,อภ.เชียรใหญ่,TH/S_/นครศรีธรรมราช/อภ.เชียรใหญ่,TH/S_/นครศรีธรรมราช,40517,20235,20282,14387
2243,อภ.เซกา,TH/NE/38/อภ.เซกา,TH/NE/38,73205,36286,36919,22627
2244,อภ.เดชอุดม,TH/NE/34/อภ.เดชอุดม,TH/NE/34,131567,65369,66198,49666
2245,อภ.เดิมบางนางบวช,TH/CT/72/อภ.เดิมบางนางบวช,TH/CT/72,41756,21528,20228,15142
2246,อภ.เด่นชัย,TH/N_/54/อภ.เด่นชัย,TH/N_/54,19704,9632,10072,8371
2247,อภ.เต่างอย,TH/NE/47/อภ.เต่างอย,TH/NE/47,24372,12164,12208,8580
2248,อภ.เถิน,TH/N_/52/อภ.เถิน,TH/N_/52,33730,17066,16664,11399
2249,อภ.เทพสถิต,TH/NE/36/อภ.เทพสถิต,TH/NE/36,65521,32451,33070,23676
2250,อภ.เทพา,TH/S_/90/อภ.เทพา,TH/S_/90,60373,29286,31087,16505
2251,อภ.เทพารักษ์,TH/NE/30/อภ.เทพารักษ์,TH/NE/30,25305,12534,12771,8445
2252,อภ.เทิง,TH/N_/57/อภ.เทิง,TH/N_/57,74839,37653,37186,28705
2253,อภ.เนินขาม,TH/CT/18/อภ.เนินขาม,TH/CT/18,10866,5547,5319,3938
2254,อภ.เนินมะปราง,TH/CT/65/อภ.เนินมะปราง,TH/CT/65,38527,19374,19153,14635
2255,อภ.เนินสง่า,TH/NE/36/อภ.เนินสง่า,TH/NE/36,25977,13135,12842,8428
2256,อภ.เบญจลักษ์,TH/NE/33/อภ.เบญจลักษ์,TH/NE/33,35961,17849,18112,9173
2257,อภ.เบตง,TH/S_/95/อภ.เบตง,TH/S_/95,36052,17461,18591,15649
2258,อภ.เปือยน้อย,TH/NE/ขอนแก่น/อภ.เปือยน้อย,TH/NE/ขอนแก่น,14209,7022,7187,3802
2259,อภ.เฝ้าไร่,TH/NE/43/อภ.เฝ้าไร่,TH/NE/43,39970,20007,19963,11424
2260,อภ.เพ็ญ,TH/NE/41/อภ.เพ็ญ,TH/NE/41,96417,48210,48207,29169
2261,อภ.เมยวดี,TH/NE/45/อภ.เมยวดี,TH/NE/45,23211,11765,11446,6832
2262,อภ.เมืองกระบี่,TH/S_/81/อภ.เมืองกระบี่,TH/S_/81,73674,37265,36409,38326
2263,อภ.เมืองกาญจนบุรี,TH/W_/71/อภ.เมืองกาญจนบุรี,TH/W_/71,98917,43461,55456,38972
2264,อภ.เมืองกาฬสินธุ์,TH/NE/46/อภ.เมืองกาฬสินธุ์,TH/NE/46,80856,40984,39872,25719
2265,อภ.เมืองกำแพงเพชร,TH/CT/62/อภ.เมืองกำแพงเพชร,TH/CT/62,135521,68784,66737,52519
2266,อภ.เมืองขอนแก่น,TH/NE/ขอนแก่น/อภ.เมืองขอนแก่น,TH/NE/ขอนแก่น,148527,75580,72947,65099
2267,อภ.เมืองจันทบุรี,TH/E_/22/อภ.เมืองจันทบุรี,TH/E_/22,46457,24365,22092,21762
2268,อภ.เมืองจันทร์,TH/NE/33/อภ.เมืองจันทร์,TH/NE/33,17837,8818,9019,4356
2269,อภ.เมืองฉะเชิงเทรา,TH/E_/24/อภ.เมืองฉะเชิงเทรา,TH/E_/24,122904,62936,59968,51158
2270,อภ.เมืองชลบุรี,TH/E_/ชลบุรี/อภ.เมืองชลบุรี,TH/E_/ชลบุรี,41170,21136,20034,26137
2271,อภ.เมืองชัยนาท,TH/CT/18/อภ.เมืองชัยนาท,TH/CT/18,22843,11814,11029,8632
2272,อภ.เมืองชัยภูมิ,TH/NE/36/อภ.เมืองชัยภูมิ,TH/NE/36,136885,69912,66973,53889
2273,อภ.เมืองชุมพร,TH/S_/86/อภ.เมืองชุมพร,TH/S_/86,92326,46472,45854,44007
2274,อภ.เมืองตรัง,TH/S_/92/อภ.เมืองตรัง,TH/S_/92,94771,49012,45759,39876
2275,อภ.เมืองตราด,TH/E_/23/อภ.เมืองตราด,TH/E_/23,74314,38181,36133,35026
2276,อภ.เมืองตาก,TH/W_/63/อภ.เมืองตาก,TH/W_/63,74528,37423,37105,29220
2277,อภ.เมืองนครนายก,TH/CT/26/อภ.เมืองนครนายก,TH/CT/26,84468,42220,42248,33854
2278,อภ.เมืองนครปฐม,TH/CT/73/อภ.เมืองนครปฐม,TH/CT/73,172687,89749,82938,66425
2279,อภ.เมืองนครพนม,TH/NE/48/อภ.เมืองนครพนม,TH/NE/48,118033,58543,59490,35688
2280,อภ.เมืองนครราชสีมา,TH/NE/30/อภ.เมืองนครราชสีมา,TH/NE/30,231176,120949,110227,109748
2281,อภ.เมืองนครศรีธรรมราช,TH/S_/นครศรีธรรมราช/อภ.เมืองนครศรีธรรมราช,TH/S_/นครศรีธรรมราช,158040,79953,78087,61795
2282,อภ.เมืองนครสวรรค์,TH/CT/60/อภ.เมืองนครสวรรค์,TH/CT/60,159736,82180,77556,69809
2283,อภ.เมืองนนทบุรี,TH/CT/12/อภ.เมืองนนทบุรี,TH/CT/12,57515,30820,26695,30511
2284,อภ.เมืองนราธิวาส,TH/S_/96/อภ.เมืองนราธิวาส,TH/S_/96,84574,42439,42135,25961
2285,อภ.เมืองน่าน,TH/N_/55/อภ.เมืองน่าน,TH/N_/55,62705,31301,31404,24462
2286,อภ.เมืองบึงกาฬ,TH/NE/38/อภ.เมืองบึงกาฬ,TH/NE/38,58660,29194,29466,18487
2287,อภ.เมืองบุรีรัมย์,TH/NE/31/อภ.เมืองบุรีรัมย์,TH/NE/31,174181,87196,86985,52417
2288,อภ.เมืองปทุมธานี,TH/CT/ปทุมธานี/อภ.เมืองปทุมธานี,TH/CT/ปทุมธานี,128028,67126,60902,66691
2289,อภ.เมืองประจวบคีรีขันธ์,TH/W_/ประจวบคีรีขันธ์/อภ.เมืองประจวบคีรีขันธ์,TH/W_/ประจวบคีรีขันธ์,65040,32461,32579,26113
2290,อภ.เมืองปราจีนบุรี,TH/E_/25/อภ.เมืองปราจีนบุรี,TH/E_/25,88319,42743,45576,35262
2291,อภ.เมืองปัตตานี,TH/S_/94/อภ.เมืองปัตตานี,TH/S_/94,91662,48214,43448,30960
2292,อภ.เมืองปาน,TH/N_/52/อภ.เมืองปาน,TH/N_/52,32829,16393,16436,11923
2293,อภ.เมืองพะเยา,TH/N_/56/อภ.เมืองพะเยา,TH/N_/56,43480,22378,21102,17322
2294,อภ.เมืองพังงา,TH/S_/82/อภ.เมืองพังงา,TH/S_/82,31427,15916,15511,12247
2295,อภ.เมืองพัทลุง,TH/S_/93/อภ.เมืองพัทลุง,TH/S_/93,88477,46067,42410,33671
2296,อภ.เมืองพิจิตร,TH/CT/66/อภ.เมืองพิจิตร,TH/CT/66,72958,37658,35300,26105
2297,อภ.เมืองพิษณุโลก,TH/CT/65/อภ.เมืองพิษณุโลก,TH/CT/65,179648,92778,86870,84862
2298,อภ.เมืองภูเก็ต,TH/S_/83/อภ.เมืองภูเก็ต,TH/S_/83,43747,23210,20537,30443
2299,อภ.เมืองมหาสารคาม,TH/NE/44/อภ.เมืองมหาสารคาม,TH/NE/44,101823,51951,49872,35596
2300,อภ.เมืองมุกดาหาร,TH/NE/49/อภ.เมืองมุกดาหาร,TH/NE/49,79674,39598,40076,26572
2301,อภ.เมืองยะลา,TH/S_/95/อภ.เมืองยะลา,TH/S_/95,76318,38675,37643,18681
2302,อภ.เมืองยาง,TH/NE/30/อภ.เมืองยาง,TH/NE/30,19706,9755,9951,5457
2303,อภ.เมืองยโสธร,TH/NE/35/อภ.เมืองยโสธร,TH/NE/35,108102,53685,54417,38332
2304,อภ.เมืองระนอง,TH/S_/85/อภ.เมืองระนอง,TH/S_/85,70234,34654,35580,37744
2305,อภ.เมืองระยอง,TH/E_/21/อภ.เมืองระยอง,TH/E_/21,101478,51510,49968,64483
2306,อภ.เมืองราชบุรี,TH/W_/70/อภ.เมืองราชบุรี,TH/W_/70,123241,63207,60034,47697
2307,อภ.เมืองร้อยเอ็ด,TH/NE/45/อภ.เมืองร้อยเอ็ด,TH/NE/45,110370,55953,54417,40996
2308,อภ.เมืองลพบุรี,TH/CT/16/อภ.เมืองลพบุรี,TH/CT/16,103674,51436,52238,41105
2309,อภ.เมืองลำปาง,TH/N_/52/อภ.เมืองลำปาง,TH/N_/52,90527,45973,44554,38173
2310,อภ.เมืองลำพูน,TH/N_/51/อภ.เมืองลำพูน,TH/N_/51,58890,30961,27929,27356
2311,อภ.เมืองศรีสะเกษ,TH/NE/33/อภ.เมืองศรีสะเกษ,TH/NE/33,87157,44397,42760,26287
2312,อภ.เมืองสกลนคร,TH/NE/47/อภ.เมืองสกลนคร,TH/NE/47,113059,57161,55898,41103
2313,อภ.เมืองสงขลา,TH/S_/90/อภ.เมืองสงขลา,TH/S_/90,15260,7933,7327,5479
2314,อภ.เมืองสตูล,TH/S_/91/อภ.เมืองสตูล,TH/S_/91,65777,33330,32447,18364
2315,อภ.เมืองสมุทรปราการ,TH/CT/11/อภ.เมืองสมุทรปราการ,TH/CT/11,126477,66480,59997,58292
2316,อภ.เมืองสมุทรสงคราม,TH/CT/75/อภ.เมืองสมุทรสงคราม,TH/CT/75,78593,40920,37673,31968
2317,อภ.เมืองสมุทรสาคร,TH/CT/74/อภ.เมืองสมุทรสาคร,TH/CT/74,203571,106186,97385,113256
2318,อภ.เมืองสรวง,TH/NE/45/อภ.เมืองสรวง,TH/NE/45,13653,6835,6818,3755
2319,อภ.เมืองสระบุรี,TH/CT/19/อภ.เมืองสระบุรี,TH/CT/19,47248,21946,25302,19624
2320,อภ.เมืองสระแก้ว,TH/E_/27/อภ.เมืองสระแก้ว,TH/E_/27,86540,43005,43535,29275
2321,อภ.เมืองสิงห์บุรี,TH/CT/17/อภ.เมืองสิงห์บุรี,TH/CT/17,36511,19462,17049,13204
2322,อภ.เมืองสุพรรณบุรี,TH/CT/72/อภ.เมืองสุพรรณบุรี,TH/CT/72,107539,56324,51215,38078
2323,อภ.เมืองสุราษฎร์ธานี,TH/S_/84/อภ.เมืองสุราษฎร์ธานี,TH/S_/84,17879,9172,8707,7371
2324,อภ.เมืองสุรินทร์,TH/S_/32/อภ.เมืองสุรินทร์,TH/S_/32,217617,109736,107881,75576
2325,อภ.เมืองสุโขทัย,TH/CT/64/อภ.เมืองสุโขทัย,TH/CT/64,61079,31649,29430,22659
2326,อภ.เมืองหนองคาย,TH/NE/43/อภ.เมืองหนองคาย,TH/NE/43,74975,37789,37186,24063
